frame,timestamp,target_id,pred_x,pred_y,radius,confidence,lost_frames,predicted_only,gt_x,gt_y,error_px,detection_count,track_count,hypothesis_count,recovery_active,collective_promoted,collective_dx,collective_dy,collective_rotation_deg
455,15.166107,26,525.164,208.131,42.434,1.0000,0,0,533.467,220.866,15.204,34,66,1,0,0,2.9249,-2.7412,-1.8068
456,15.199439,26,526.525,205.616,42.420,1.0000,0,0,540.207,222.902,22.046,43,64,1,0,0,2.3899,-2.9046,-0.5768
457,15.232771,26,528.215,202.869,42.407,1.0000,0,0,543.726,224.141,26.326,38,64,1,0,0,2.5179,-2.8739,-1.8507
458,15.266103,26,537.284,203.613,42.396,1.0000,0,0,544.805,224.137,21.859,38,64,1,0,0,2.3002,-2.8914,-1.9779
459,15.299435,26,535.115,198.022,42.385,1.0000,0,0,544.685,224.212,27.884,35,64,1,0,0,1.9745,-2.6030,0.1592
460,15.332768,26,538.429,201.664,42.375,1.0000,0,0,547.540,223.232,23.413,33,64,1,0,0,2.1354,-3.4655,1.3352
461,15.366100,26,540.604,199.772,42.365,1.0000,0,0,550.503,219.623,22.182,34,64,1,0,0,2.0012,-3.0175,0.2502
462,15.399432,26,537.646,193.166,42.357,1.0000,0,0,553.203,213.974,25.981,35,64,1,0,0,1.8359,-2.9184,-0.9656
463,15.432764,26,544.418,191.668,42.349,1.0000,0,0,554.858,209.318,20.507,37,66,1,0,0,1.6455,-3.2540,-0.7804
464,15.466096,26,548.008,195.284,42.342,1.0000,0,0,556.854,205.392,13.432,41,66,1,0,0,1.5459,-3.4211,0.0682
465,15.499428,26,554.088,203.488,42.335,1.0000,0,0,557.684,201.882,3.938,40,67,1,0,0,1.4335,-3.0939,-0.0050
466,15.532760,26,557.195,197.184,42.329,1.0000,0,0,560.477,197.177,3.282,39,67,1,0,0,1.0844,-3.2003,-0.2296
467,15.566092,26,559.489,191.785,42.323,1.0000,0,0,561.340,192.448,1.966,27,67,1,0,0,0.9291,-2.6578,1.2530
468,15.599424,26,564.180,196.195,42.317,1.0000,0,0,562.409,187.819,8.561,37,67,1,0,0,0.8926,-2.5640,-0.6754
469,15.632756,26,567.533,195.582,42.343,0.8353,1,1,563.532,184.993,11.320,32,66,1,0,0,0.8167,-2.9816,-1.0055
470,15.666089,26,570.954,197.351,42.321,1.0000,0,0,565.087,182.015,16.420,35,65,1,0,0,0.5909,-2.9085,-0.9477
471,15.699421,26,571.823,196.915,42.310,1.0000,0,0,565.272,180.095,18.051,33,66,1,0,0,0.3687,-2.7925,-0.4609
472,15.732753,26,570.154,196.798,42.303,1.0000,0,0,567.021,178.357,18.705,38,67,1,0,0,0.2504,-3.0267,-0.3029
473,15.766085,26,568.867,194.221,42.297,1.0000,0,0,569.273,177.405,16.821,39,67,1,0,0,0.0240,-3.0449,0.9591
474,15.799417,26,567.818,191.620,42.293,1.0000,0,0,569.968,175.571,16.192,34,67,1,0,0,0.1841,-2.7211,0.6043
475,15.832749,26,566.679,189.379,42.290,1.0000,0,0,571.904,174.586,15.689,37,66,1,0,0,-0.0949,-2.6784,1.2228
476,15.866081,26,562.632,187.798,42.287,1.0000,0,0,573.866,174.306,17.557,40,66,1,0,0,0.1088,-2.7189,2.4212
477,15.899413,26,562.745,183.471,42.284,1.0000,0,0,576.108,173.585,16.622,40,66,1,0,0,0.0310,-2.5331,-0.2188
478,15.932745,26,567.671,179.763,42.281,1.0000,0,0,581.966,172.469,16.048,39,64,1,0,0,-0.4214,-3.7962,-8.8106
479,15.966077,26,563.181,177.461,42.279,1.0000,0,0,586.890,171.947,24.342,39,64,1,0,0,-0.6318,-3.5654,-2.3401
480,15.999410,26,564.150,172.952,42.277,1.0000,0,0,593.312,170.331,29.279,40,65,1,0,0,-0.7350,-3.7142,-1.6492
481,16.032742,26,570.688,171.637,42.275,1.0000,0,0,599.843,168.184,29.358,38,66,1,0,0,-0.8032,-3.5275,-1.4505
482,16.066074,26,574.953,166.281,42.273,1.0000,0,0,604.753,167.884,29.844,35,65,1,0,0,-1.4408,-4.1252,-2.6607
483,16.099406,26,577.588,161.984,42.271,1.0000,0,0,609.155,168.165,32.167,35,65,1,0,0,-1.3506,-3.6241,-0.9347
484,16.132738,26,588.551,157.419,42.270,1.0000,0,0,615.940,166.950,29.000,29,64,1,0,0,-1.7800,-3.8396,-1.8794
485,16.166070,26,596.402,155.483,42.268,1.0000,0,0,617.830,167.009,24.331,36,66,1,0,0,-1.8421,-3.2084,0.9440
486,16.199402,26,601.209,154.272,42.267,1.0000,0,0,617.966,167.096,21.101,34,66,1,0,0,-1.4894,-2.5246,4.5549
487,16.232734,26,604.584,151.835,42.273,0.8353,1,1,618.043,166.890,20.194,35,65,1,0,0,-2.0844,-2.7441,2.2134
488,16.266066,26,607.960,149.398,42.280,0.6977,2,1,617.735,166.887,20.035,33,65,1,0,0,-2.1223,-3.3028,1.6692
489,16.299399,26,611.336,146.961,42.286,0.5827,3,1,617.893,166.986,21.071,42,65,1,1,0,-1.9501,-2.5187,0.5673
490,16.332731,26,614.711,144.525,42.293,0.4868,4,1,617.619,166.681,22.347,35,65,1,1,0,-2.1140,-2.6664,-0.0603
491,16.366063,26,618.087,142.088,42.299,0.4066,5,1,617.760,167.097,25.012,36,65,1,1,0,-2.7978,-3.1311,-0.7247
492,16.399395,26,621.463,139.651,42.306,0.3396,6,1,617.739,167.292,27.891,28,65,1,1,0,-2.2305,-2.4777,1.5178
493,16.432727,26,624.838,137.214,42.312,0.2837,7,1,618.930,166.729,30.101,33,66,2,1,0,-2.7076,-2.6764,0.9558
494,16.466059,26,628.214,134.777,42.319,0.2369,8,1,620.889,166.974,33.020,27,66,3,1,0,-2.7228,-2.6223,0.2384
495,16.499391,26,631.590,132.340,42.325,0.1979,9,1,620.399,167.029,36.449,31,65,6,1,0,-2.8155,-2.1947,-2.6784
496,16.532723,26,634.965,129.903,42.331,0.1653,10,1,620.710,166.651,39.417,35,66,8,1,0,-3.4059,-2.4172,-1.8226
497,16.566055,26,638.341,127.466,42.338,0.1381,11,1,621.316,165.005,41.220,23,65,8,1,0,-3.3367,-2.2619,-3.8230
498,16.599387,26,641.717,125.029,42.344,0.1153,12,1,624.736,160.212,39.067,30,64,12,1,0,-4.1143,-3.6719,-8.9452
499,16.632720,26,645.092,122.592,42.351,0.0963,13,1,627.004,152.104,34.615,29,65,12,1,0,-3.7291,-2.9834,-3.7990
500,16.666052,26,648.468,120.155,42.357,0.0805,14,1,630.375,144.846,30.610,32,65,12,1,0,-3.8147,-2.1082,-7.5938
501,16.699384,26,624.989,124.607,42.268,1.0000,0,0,631.487,142.885,19.399,37,66,12,1,0,-3.6530,-1.9309,-4.1447
502,16.732716,26,628.542,140.098,42.260,1.0000,0,0,631.467,142.938,4.077,26,66,12,1,0,-3.8145,-1.8984,-2.4082
503,16.766048,26,633.490,135.454,42.257,1.0000,0,0,634.981,141.667,6.389,28,65,12,1,0,-3.7364,-1.7218,-0.4720
504,16.799380,26,635.647,134.249,42.259,0.8353,1,1,636.863,140.003,5.880,29,65,12,1,0,-3.5568,-1.6939,-0.7547
505,16.832712,26,632.808,142.403,42.256,1.0000,0,0,637.472,139.050,5.744,23,64,12,1,0,-4.0906,-1.9002,1.2965
506,16.866044,26,631.159,146.095,42.255,1.0000,0,0,638.436,139.283,9.968,30,63,12,1,0,-3.8445,-1.5621,-0.4217
507,16.899376,26,632.570,146.080,42.256,0.8353,1,1,639.275,139.066,9.703,31,62,12,1,0,-3.8001,-1.4062,0.2440
508,16.932708,26,631.279,151.538,42.254,1.0000,0,0,640.401,138.953,15.544,33,61,12,1,0,-4.0295,-1.5371,-3.2942
509,16.966041,26,632.429,152.052,42.255,0.8353,1,1,642.083,137.885,17.143,27,61,12,1,0,-4.3346,-1.8257,-1.3796
510,16.999373,26,633.580,152.565,42.256,0.6977,2,1,642.824,138.070,17.192,32,59,12,1,0,-4.0945,-1.1178,0.7279
511,17.032705,26,632.091,149.462,42.254,1.0000,0,0,645.863,136.553,18.876,32,59,12,1,0,-5.5044,-1.2951,0.7181
512,17.066037,26,641.709,142.978,42.253,1.0000,0,0,646.176,135.127,9.032,32,60,12,1,0,-4.6511,-0.9720,0.1495
513,17.099369,26,639.657,140.540,42.252,1.0000,0,0,646.967,135.104,9.110,33,61,12,1,0,-4.5119,-1.1918,-1.1160
514,17.132701,26,636.021,137.562,42.252,1.0000,0,0,647.835,135.288,12.031,29,61,12,1,0,-5.1944,-1.1420,0.4098
515,17.166033,26,636.896,136.700,42.252,0.8353,1,1,647.784,135.156,10.997,34,60,12,1,0,-4.6665,-0.7124,0.0627
516,17.199365,26,637.771,135.839,42.253,0.6977,2,1,650.761,136.625,13.014,35,61,12,1,0,-4.3361,-0.3969,-2.2922
517,17.232697,26,638.646,134.978,42.254,0.5827,3,1,652.634,139.375,14.663,35,61,12,1,0,-4.5558,-0.2948,-1.6622
518,17.266030,26,647.167,124.654,42.252,1.0000,0,0,655.734,141.648,19.032,33,60,12,1,0,-4.5642,-0.4005,-4.7710
519,17.299362,26,648.734,122.935,42.253,0.8353,1,1,657.887,142.565,21.659,30,60,12,1,0,-4.2590,-0.5083,0.0391
520,17.332694,26,653.193,110.924,42.252,1.0000,0,0,658.273,142.683,32.163,34,60,12,1,0,-4.6803,0.0197,-3.7612
521,17.366026,26,657.753,106.037,42.251,1.0000,0,0,658.192,140.858,34.824,32,60,12,1,0,-4.5929,-0.0621,2.8930
522,17.399358,26,659.823,103.202,42.252,0.8353,1,1,658.263,135.196,32.032,34,60,12,1,0,-4.4994,0.3254,0.1723
523,17.432690,26,654.222,101.867,42.251,1.0000,0,0,658.768,130.888,29.375,34,61,12,1,0,-4.8728,0.3860,-3.8388
524,17.466022,26,651.102,99.881,42.251,1.0000,0,0,658.909,128.152,29.329,40,61,12,1,0,-4.5668,0.3571,0.7977
525,17.499354,26,652.049,97.250,42.251,0.8353,1,1,658.977,123.994,27.626,30,62,12,1,0,-4.2564,0.3730,-6.2175
526,17.532686,26,647.903,95.296,42.251,1.0000,0,0,659.631,118.424,25.932,37,62,12,1,0,-4.2890,0.2466,-3.3258
527,17.566018,26,642.385,92.853,42.251,1.0000,0,0,658.897,110.837,24.415,36,63,12,1,0,-4.4586,0.3819,-2.5601
528,17.599351,26,638.223,89.770,42.251,1.0000,0,0,654.840,105.629,22.970,37,62,12,1,0,-4.7232,0.4530,-2.9753
529,17.632683,26,637.731,87.164,42.251,0.8353,1,1,651.506,100.039,18.855,36,62,12,1,0,-4.7049,0.9627,-6.2671
530,17.666015,26,634.027,92.036,42.251,1.0000,0,0,648.568,96.954,15.350,40,62,12,1,0,-4.3835,0.9373,-2.4774
531,17.699347,26,626.737,96.533,42.250,1.0000,0,0,644.812,94.128,18.235,30,63,12,1,0,-4.3253,0.8076,-1.0215
532,17.732679,26,630.371,104.389,42.250,1.0000,0,0,639.703,89.421,17.638,41,63,12,1,0,-4.7294,1.2629,-3.0183
533,17.766011,26,629.437,104.009,42.251,0.8353,1,1,635.881,85.722,19.389,29,63,12,1,0,-4.1631,1.1075,0.1777
534,17.799343,26,628.502,103.629,42.251,0.6977,2,1,629.395,82.962,20.687,36,64,12,1,0,-3.9622,1.4024,0.2017
535,17.832675,26,631.647,109.764,42.250,1.0000,0,0,623.160,79.006,31.908,30,64,12,1,0,-4.4969,1.4101,-0.4270
536,17.866007,26,631.094,109.994,42.251,0.8353,1,1,617.720,78.212,34.481,28,64,12,1,0,-3.8780,1.5073,-1.3763
537,17.899339,26,630.542,110.225,42.251,0.6977,2,1,612.894,76.263,38.273,31,65,12,1,0,-3.8057,1.6136,0.7228
538,17.932672,26,623.260,97.562,42.250,1.0000,0,0,607.208,75.035,27.661,32,64,12,1,0,-4.1348,1.9430,0.3667
539,17.966004,26,619.198,91.909,42.250,1.0000,0,0,601.928,75.018,24.156,29,64,12,1,0,-3.9703,1.8885,0.3563
540,17.999336,26,610.706,90.725,42.250,1.0000,0,0,596.432,75.346,20.982,30,64,12,1,0,-3.6880,2.0167,-5.5695
541,18.032668,26,599.662,96.493,42.250,1.0000,0,0,590.804,76.174,22.166,36,64,12,1,0,-3.8867,2.1573,0.5573
542,18.066000,26,591.346,100.953,42.250,1.0000,0,0,585.993,77.189,24.359,35,63,12,1,0,-3.6227,2.0067,2.7356
543,18.099332,26,587.924,100.793,42.250,0.8353,1,1,580.497,77.174,24.759,37,64,12,1,0,-3.4484,1.9197,1.1577
544,18.132664,26,584.502,100.633,42.250,0.6977,2,1,574.608,78.252,24.471,36,67,12,1,0,-3.5923,1.9571,0.2260
545,18.165996,26,592.998,91.317,42.250,1.0000,0,0,571.179,78.151,25.484,32,65,12,1,0,-3.2117,2.0787,-0.0050
546,18.199328,26,598.041,95.064,42.250,1.0000,0,0,567.211,78.051,35.212,32,63,12,1,0,-3.1274,2.2447,1.4908
547,18.232661,26,596.428,94.491,42.250,0.8353,1,1,563.589,78.409,36.565,29,63,12,1,0,-3.0894,2.5952,0.9030
548,18.265993,26,600.396,95.513,42.250,1.0000,0,0,561.071,78.639,42.793,37,63,12,1,0,-2.6094,2.3677,-0.8900
549,18.299325,26,599.375,88.288,42.250,1.0000,0,0,558.194,78.051,42.434,36,62,12,1,0,-2.4071,2.1939,-0.1601
550,18.332657,26,598.292,87.223,42.250,0.8353,1,1,556.413,78.068,42.868,33,60,12,1,0,-3.0911,2.9761,-0.0819
551,18.365989,26,597.208,86.159,42.250,0.6977,2,1,554.099,76.178,44.249,35,59,12,1,0,-2.4329,2.6762,1.4170
552,18.399321,26,600.544,72.811,42.250,1.0000,0,0,552.109,74.528,48.466,40,60,12,1,0,-2.2648,2.4970,2.6245
553,18.432653,26,599.865,70.622,42.250,0.8353,1,1,550.615,72.659,49.292,34,58,12,1,0,-2.2975,2.9586,1.8347
554,18.465985,26,588.261,58.272,42.250,1.0000,0,0,550.623,72.232,40.144,31,58,12,1,0,-2.0351,2.7418,-0.0333
555,18.499317,26,578.695,51.598,42.250,1.0000,0,0,549.524,70.647,34.840,31,58,12,1,0,-1.8332,2.6127,-3.8603
556,18.532649,26,572.283,47.960,42.250,1.0000,0,0,547.734,68.779,32.188,34,59,12,1,0,-1.8441,2.9501,-0.9280
557,18.565982,26,569.824,45.186,42.250,1.0000,0,0,547.070,66.291,31.035,34,60,12,1,0,-1.9355,2.3959,-13.0103
558,18.599314,26,432.091,219.926,42.250,3.4408,0,0,544.879,64.444,192.083,27,61,12,1,1,-1.4764,2.4684,-7.4181
559,18.632646,26,567.555,44.783,42.250,1.0000,0,0,544.753,64.107,29.889,37,62,1,0,0,-1.6923,3.4129,-2.9252
560,18.665978,26,565.005,49.643,42.250,1.0000,0,0,544.953,63.055,24.125,30,62,1,0,0,-1.2852,2.9863,-0.7362
561,18.699310,26,563.114,53.935,42.250,1.0000,0,0,544.692,62.441,20.291,29,64,1,0,0,-1.2854,2.9121,0.3181
562,18.732642,26,560.735,52.562,42.250,0.8353,1,1,545.576,59.006,16.472,29,64,1,0,0,-0.9877,2.7448,0.2901
563,18.765974,26,558.355,51.190,42.250,0.6977,2,1,548.577,56.437,11.097,33,64,1,0,0,-0.7443,3.3955,-1.6303
564,18.799306,26,555.976,49.817,42.250,0.5827,3,1,553.625,53.691,4.532,31,63,1,1,0,-0.6483,3.1791,-1.4997
565,18.832638,26,553.596,48.445,42.250,0.4868,4,1,560.688,49.015,7.114,31,62,1,1,0,-0.3807,3.7297,-1.8070
566,18.865970,26,551.217,47.072,42.250,0.4066,5,1,565.636,44.472,14.652,40,61,2,1,0,-0.4973,3.1571,2.9301
567,18.899303,26,548.837,45.699,42.250,0.3396,6,1,571.208,38.762,23.422,34,60,2,1,0,-0.4574,3.1803,0.0775
568,18.932635,26,546.458,44.327,42.250,0.2837,7,1,576.205,33.855,31.537,29,59,4,1,0,-0.1629,3.4830,-2.1762
569,18.965967,26,544.078,42.954,42.250,0.2369,8,1,576.074,32.150,33.771,33,61,7,1,0,-0.0730,3.1232,-1.0314
570,18.999299,26,541.699,41.581,42.250,0.1979,9,1,576.174,32.292,35.705,34,61,12,1,0,0.2050,2.9218,-2.3447
571,19.032631,26,537.806,32.873,42.250,1.0000,0,0,576.234,32.248,38.433,39,62,12,1,0,0.3422,3.4993,-0.9119
572,19.065963,26,535.407,31.692,42.250,1.0000,0,0,576.479,32.262,41.076,39,62,12,1,0,0.5402,3.0830,0.9209
573,19.099295,26,533.883,32.108,42.250,1.0000,0,0,576.537,32.368,42.654,34,63,12,1,0,0.4764,2.7391,0.3585
574,19.132627,26,531.479,30.451,42.250,0.8353,1,1,576.419,32.354,44.980,31,63,12,1,0,0.6125,3.3576,-3.0997
575,19.165959,26,534.505,35.340,42.250,1.0000,0,0,576.425,32.290,42.031,38,63,12,1,0,0.5954,3.0230,-3.5153
576,19.199292,26,533.456,37.590,42.250,1.0000,0,0,576.322,32.086,43.217,40,63,12,1,0,0.8913,2.8070,0.1854
577,19.232624,26,536.096,42.400,42.250,1.0000,0,0,573.760,32.708,38.891,33,62,12,1,0,1.1742,3.1411,-0.2325
578,19.265956,26,534.676,42.154,42.250,0.8353,1,1,570.563,35.809,36.443,44,64,12,1,0,1.3696,2.9097,-0.4454
579,19.299288,26,533.576,46.727,42.250,1.0000,0,0,565.271,38.333,32.788,41,65,12,1,0,1.5607,2.9182,-1.4982
580,19.332620,26,530.639,48.980,42.250,1.0000,0,0,560.654,43.445,30.521,35,65,12,1,0,1.8707,3.1037,-7.2168
581,19.365952,26,539.921,54.035,42.250,1.0000,0,0,554.981,48.991,15.882,33,65,12,1,0,1.7309,2.9109,-2.1702
582,19.399284,26,539.450,54.913,42.250,0.8353,1,1,551.092,52.795,11.834,27,64,12,1,0,1.8842,2.5277,-2.6263
583,19.432616,26,538.779,56.237,42.250,1.0000,0,0,547.565,56.531,8.790,31,63,12,1,0,2.2499,2.9881,-4.8356
584,19.465948,26,538.288,57.158,42.250,0.8353,1,1,544.526,59.639,6.713,36,62,12,1,0,2.4305,2.7759,-2.7418
585,19.499280,26,536.126,60.441,42.250,1.0000,0,0,541.881,63.757,6.642,38,62,12,1,0,2.0936,2.3133,-0.8998
586,19.532613,26,535.432,62.852,42.250,1.0000,0,0,540.286,67.492,6.715,39,60,12,1,0,2.5169,3.0399,-0.0005
587,19.565945,26,534.777,64.119,42.250,0.8353,1,1,538.032,70.171,6.872,35,61,12,1,0,2.7087,2.7301,0.4611
588,19.599277,26,531.983,67.494,42.250,1.0000,0,0,538.204,74.097,9.072,33,60,12,1,0,2.5312,2.4246,-0.8047
589,19.632609,26,529.580,71.681,42.250,1.0000,0,0,538.090,76.216,9.643,41,58,12,1,0,2.4441,2.4626,-0.4360
590,19.665941,26,528.576,73.406,42.250,0.8353,1,1,538.059,78.915,10.967,39,60,12,1,0,2.8766,2.5023,-2.0610
591,19.699273,26,527.186,73.286,42.250,1.0000,0,0,538.311,79.768,12.876,37,61,12,1,0,2.5838,2.5828,-1.3393
592,19.732605,26,528.073,73.115,42.250,1.0000,0,0,539.264,80.684,13.511,38,61,12,1,0,3.3819,2.5173,-0.8820
593,19.765937,26,527.302,74.711,42.250,1.0000,0,0,540.088,82.555,15.000,34,61,12,1,0,3.0365,2.1724,-0.5462
594,19.799269,26,527.159,74.198,42.250,1.0000,0,0,540.171,84.447,16.563,32,61,12,1,0,2.7820,1.9125,-0.1151
595,19.832601,26,527.185,78.213,42.250,1.0000,0,0,540.279,87.527,16.069,35,61,12,1,0,3.5778,2.4274,-1.8273
596,19.865934,26,531.323,81.850,42.250,1.0000,0,0,538.136,89.527,10.264,35,62,1,0,0,3.8559,2.1651,-3.2871
597,19.899266,26,535.971,86.183,42.250,1.0000,0,0,535.783,90.260,4.081,34,62,1,0,0,4.0069,1.9447,-0.8267
598,19.932598,26,536.244,88.157,42.250,0.8353,1,1,532.309,91.208,4.980,29,63,1,0,0,3.9266,1.6429,-0.2936
599,19.965930,26,531.037,91.234,42.250,1.0000,0,0,528.906,91.816,2.209,32,63,1,0,0,4.0330,1.6574,-4.0104
600,19.999262,26,520.417,89.184,42.250,1.0000,0,0,524.308,91.530,4.544,35,63,1,0,0,4.2050,1.2823,-1.5511
601,20.032594,26,525.431,92.561,42.250,1.0000,0,0,519.513,90.576,6.243,38,66,1,0,0,4.6848,1.6065,-1.1454
602,20.065926,26,524.768,94.405,42.250,0.8353,1,1,511.325,89.277,14.387,37,67,1,0,0,4.3498,1.6510,-0.6213
603,20.099258,26,512.303,95.682,42.250,1.0000,0,0,502.710,88.855,11.774,34,66,1,0,0,4.0793,1.4546,-0.0972
604,20.132590,26,507.016,96.410,42.250,1.0000,0,0,497.750,89.089,11.809,35,67,1,0,0,4.4353,1.2157,0.5147
605,20.165923,26,507.146,102.269,42.250,1.0000,0,0,497.605,90.896,14.845,42,66,1,0,0,4.3638,1.1111,0.0856
606,20.199255,26,508.474,106.251,42.250,1.0000,0,0,496.011,93.907,17.542,42,67,1,0,0,4.0399,0.7220,1.0885
607,20.232587,26,513.483,104.856,42.250,1.0000,0,0,493.019,96.644,22.049,32,67,1,0,0,4.4661,0.6784,1.2654
608,20.265919,26,515.680,103.546,42.250,1.0000,0,0,493.175,98.598,23.042,35,66,1,0,0,4.2866,0.6694,0.1262
609,20.299251,26,519.055,103.446,42.250,1.0000,0,0,492.321,100.496,26.897,40,67,1,0,0,3.9965,0.4939,-3.7444
610,20.332583,26,518.825,104.869,42.250,0.8353,1,1,491.563,103.031,27.324,42,67,1,0,0,4.3992,0.5903,-1.4256
611,20.365915,26,518.595,106.291,42.250,0.6977,2,1,491.516,103.004,27.277,43,67,1,0,0,4.3629,0.5528,-1.8257
612,20.399247,26,518.365,107.713,42.250,0.5827,3,1,490.535,104.257,28.044,37,67,1,1,0,4.0472,0.3580,0.7904
613,20.432579,26,532.814,107.902,42.250,1.0000,0,0,489.552,105.058,43.356,40,67,2,1,0,4.9112,0.3475,1.0607
614,20.465911,26,526.379,111.123,42.250,1.0000,0,0,487.715,105.759,39.034,41,68,3,1,0,4.3646,0.1416,-0.9298
615,20.499244,26,523.495,113.661,42.250,1.0000,0,0,485.140,107.195,38.896,37,68,2,1,0,4.1628,0.1621,-2.4254
616,20.532576,26,523.613,115.242,42.250,0.8353,1,1,480.199,110.970,43.623,36,68,3,1,0,4.9507,0.0507,-0.8648
617,20.565908,26,523.731,116.822,42.250,0.6977,2,1,476.304,113.622,47.534,29,68,4,1,0,4.1136,0.1074,-2.6795
618,20.599240,26,523.849,118.403,42.250,0.5827,3,1,470.939,116.743,52.936,36,68,8,1,0,4.1443,-0.0951,-1.2425
619,20.632572,26,523.967,119.983,42.250,0.4868,4,1,467.227,118.656,56.755,40,67,12,1,0,5.0053,-0.4111,-5.1761
620,20.665904,26,524.085,121.564,42.250,0.4066,5,1,464.294,121.136,59.793,39,67,12,1,0,4.4376,-0.3688,-3.0949
621,20.699236,26,439.362,110.652,42.250,1.1125,0,0,461.469,122.610,25.134,32,67,12,1,1,3.8926,-0.5883,-0.0217
622,20.732568,26,429.228,108.956,42.250,0.9009,1,1,458.429,127.745,34.724,34,66,12,1,1,4.7596,-0.7834,0.9069
623,20.765900,26,380.180,89.379,42.250,1.0261,0,0,456.860,130.442,86.983,41,66,12,1,1,4.3865,-1.0645,-1.7065
624,20.799232,26,447.395,114.354,42.250,1.0784,0,0,455.426,133.070,20.366,33,66,12,1,1,4.1242,-0.9863,-0.6058
625,20.832565,26,484.417,140.933,42.250,1.0412,0,0,454.534,137.952,30.031,34,66,12,1,1,4.5990,-1.1441,-18.7250
626,20.865897,26,410.065,152.613,42.250,1.0084,0,0,454.106,139.993,45.814,33,65,12,1,1,4.1774,-1.3194,-6.7115
627,20.899229,26,438.167,118.651,42.250,1.0721,0,0,453.919,142.320,28.432,36,64,12,1,1,4.0125,-1.1258,-0.1054
628,20.932561,26,444.131,101.601,42.250,1.1195,0,0,453.934,144.260,43.771,36,65,12,1,1,4.6198,-1.4260,1.6932
629,20.965893,26,460.192,96.241,42.250,1.1477,0,0,453.747,147.475,51.637,32,65,12,1,1,3.9990,-1.1718,1.6115
630,20.999225,26,481.311,199.003,42.250,1.1746,0,0,454.498,152.219,53.923,28,64,12,1,1,4.0310,-1.3547,5.5015
631,21.032557,26,462.938,197.157,42.250,1.2246,0,0,456.374,155.750,41.924,33,64,12,1,1,4.1995,-1.9789,1.7197
632,21.065889,26,441.012,225.027,42.250,1.2514,0,0,457.513,157.429,69.583,28,63,12,1,1,3.8829,-1.7465,-1.5536
633,21.099221,26,474.170,199.650,42.250,1.1904,0,0,459.312,160.669,41.717,30,63,12,1,1,3.6430,-1.5585,-0.7689
634,21.132554,26,519.186,142.917,42.250,1.0000,0,0,461.126,163.399,61.567,39,66,12,1,0,3.4774,-1.7068,0.3057
635,21.165886,26,519.626,144.872,42.250,1.0000,0,0,462.177,165.043,60.887,39,67,12,1,0,2.9773,-1.6250,1.0589
636,21.199218,26,519.154,143.922,42.250,1.0000,0,0,463.305,167.945,60.797,38,67,12,1,0,3.2524,-1.8601,-0.1279
637,21.232550,26,517.882,147.160,42.250,1.0000,0,0,463.931,169.913,58.552,36,67,12,1,0,4.4924,-2.1228,-0.4027
638,21.265882,26,517.599,148.703,42.250,0.8353,1,1,465.152,169.862,56.554,42,68,12,1,0,3.6139,-2.4499,0.1128
639,21.299214,26,517.317,150.246,42.250,0.6977,2,1,465.226,173.560,57.070,38,67,12,1,0,3.5034,-2.5563,-2.2868
640,21.332546,26,473.944,186.636,42.250,1.4350,0,0,465.193,180.148,10.893,41,68,12,1,1,3.2470,-2.4034,-3.6633
641,21.365878,26,431.995,191.091,42.250,1.4430,0,0,465.146,183.812,33.941,42,69,12,1,1,2.6463,-2.0643,-0.5760
642,21.399210,26,527.435,146.961,42.250,1.0000,0,0,465.306,184.889,72.791,39,69,12,1,0,2.0674,-2.1889,0.0676
643,21.432542,26,534.247,138.466,42.250,1.0000,0,0,466.197,189.042,84.786,35,68,12,1,0,2.9961,-2.9326,0.0500
644,21.465875,26,535.490,138.467,42.250,0.8353,1,1,466.154,191.125,87.065,31,68,12,1,0,2.7281,-2.8435,0.9224
645,21.499207,26,522.577,134.640,42.250,1.0000,0,0,465.134,193.653,82.355,35,66,12,1,0,2.7250,-2.7707,1.8836
646,21.532539,26,522.514,134.287,42.250,0.8353,1,1,463.332,194.982,84.772,32,66,12,1,0,2.5977,-2.9566,-0.1156
647,21.565871,26,522.451,133.934,42.250,0.6977,2,1,461.392,199.878,89.871,34,66,12,1,0,2.2628,-2.8206,-0.2243
648,21.599203,26,436.652,243.177,42.250,1.6093,0,0,459.486,202.574,46.584,34,67,12,1,1,2.1294,-2.5243,-0.3394
649,21.632535,26,434.974,206.399,42.250,1.6476,0,0,455.045,207.169,20.086,35,67,12,1,1,2.0063,-2.7092,-4.4429
650,21.665867,26,437.450,205.991,42.250,1.7653,0,0,451.568,210.813,14.919,33,67,12,1,1,1.5240,-2.2245,-1.2843
651,21.699199,26,531.141,169.202,42.250,1.7391,0,0,449.899,213.070,92.329,30,67,12,1,1,1.0683,-2.5843,-1.7577
652,21.732531,26,440.802,187.741,42.250,1.7623,0,0,449.248,214.136,27.713,38,70,12,1,1,1.5886,-2.9005,0.7828
653,21.765863,26,523.432,149.564,42.250,1.0000,0,0,449.126,214.149,98.451,41,69,12,1,0,1.4411,-2.7679,-2.4590
654,21.799196,26,524.852,157.464,42.250,1.0000,0,0,447.317,215.000,96.550,35,69,12,1,0,1.6627,-2.4179,-0.1122
655,21.832528,26,434.568,235.988,42.250,1.9689,0,0,444.439,218.160,20.378,31,68,12,1,1,1.3768,-2.6630,-1.0171
656,21.865860,26,524.423,159.012,42.250,1.0000,0,0,442.408,218.502,101.319,37,68,12,1,0,1.2197,-3.0701,0.8202
