frame,timestamp,evaluation_phase,target_id,pred_x,pred_y,radius,confidence,actionable,position_uncertainty_px,lost_frames,predicted_only,gt_x,gt_y,error_px,detection_count,track_count,hypothesis_count,bg_registry_state,bg_certified_count,stale_recovery_committed,ranker_candidate_id,ranker_margin,ranker_switched,recovery_active,collective_promoted,collective_dx,collective_dy,collective_rotation_deg,white_active,identity_window_active,identity_switched
273,8.197010,active,31,72.092,65.531,60.987,1.0000,1,2.333,0,0,123.252,124.554,78.110,14,17,11,dormant,0,0,,0.925470,0,0,0,2.6791,1.0836,0.0000,0,0,0
274,8.227036,active,31,71.310,65.140,60.954,1.0000,1,2.147,0,0,129.171,124.376,82.806,14,16,11,dormant,0,0,,0.434101,0,0,0,2.5755,1.8275,0.0000,0,0,0
275,8.257061,active,31,74.600,66.056,61.448,1.0000,1,2.059,0,0,135.774,124.808,84.817,14,15,11,dormant,0,0,,0.468407,0,0,0,3.0726,0.9525,0.0000,0,0,0
276,8.287087,active,31,78.775,67.500,63.001,1.0000,1,2.019,0,0,141.886,124.416,84.984,15,15,12,dormant,0,0,,1.182692,0,0,0,3.1610,1.3215,0.0000,0,0,0
277,8.317113,active,31,64.960,70.575,54.280,1.0000,1,2.001,0,0,143.699,124.288,95.316,15,15,12,dormant,0,0,,0.486560,0,0,0,3.4460,1.2453,0.0000,0,0,0
278,8.347138,active,31,77.931,70.324,59.001,1.0000,1,1.994,0,0,147.258,123.433,87.332,14,15,12,dormant,0,0,,0.989180,0,0,0,3.4431,1.4011,0.0000,0,0,0
279,8.377164,active,31,87.610,69.564,62.459,1.0000,1,1.992,0,0,147.976,124.171,81.400,15,15,12,dormant,0,0,,1.877532,0,0,0,3.4329,1.5670,0.0000,0,0,0
280,8.407190,active,31,92.615,73.726,65.361,1.0000,1,1.992,0,0,147.642,124.813,75.086,15,15,12,dormant,0,0,,0.667188,0,0,0,3.5210,1.4966,0.0000,0,0,0
281,8.437215,active,31,92.990,73.809,63.607,1.0000,1,1.993,0,0,147.564,123.753,73.978,15,15,12,dormant,0,0,,0.870001,0,0,0,2.8024,1.4995,0.0000,0,0,0
282,8.467241,active,31,79.336,72.217,55.262,1.0000,1,1.993,0,0,149.298,124.261,87.197,15,16,12,dormant,0,0,,1.115296,0,0,0,3.0933,0.9125,0.0000,0,0,0
283,8.497267,active,31,95.392,72.612,62.517,1.0000,1,1.993,0,0,149.364,124.850,75.112,14,16,12,dormant,0,0,,0.590535,0,0,0,2.8453,1.7299,0.0000,0,0,0
284,8.527292,active,31,100.581,75.746,65.524,1.0000,1,1.993,0,0,151.033,124.665,70.274,13,16,12,dormant,0,0,,0.777171,0,0,0,2.5824,1.5931,0.0000,0,0,0
285,8.557318,active,31,104.488,76.004,65.775,1.0000,1,1.993,0,0,158.715,124.571,72.796,13,16,12,dormant,0,0,,0.113517,0,0,0,3.2030,2.5641,0.0000,0,0,0
286,8.587344,active,31,98.754,86.016,60.023,1.0000,1,1.992,0,0,163.908,124.491,75.666,13,16,12,dormant,0,0,,0.346363,0,0,0,3.0661,1.4786,0.0000,0,0,0
287,8.617369,active,31,103.910,90.773,59.953,1.0000,1,1.992,0,0,165.910,124.001,70.343,13,16,12,dormant,0,0,,0.497518,0,0,0,2.8001,1.7304,0.0000,0,0,0
288,8.647395,active,31,95.569,98.479,52.517,1.0000,1,1.992,0,0,167.353,123.298,75.953,13,16,12,dormant,0,0,,0.128442,0,0,0,2.3761,1.8876,0.0000,0,0,0
289,8.677421,active,31,119.612,93.076,71.274,1.0000,1,1.991,0,0,168.468,123.761,57.693,14,17,12,dormant,0,0,,0.431814,0,0,0,2.5562,2.0318,0.0000,0,0,0
290,8.707446,active,31,110.205,95.419,65.988,1.0000,1,1.991,0,0,167.649,122.620,63.558,15,18,12,dormant,0,0,,0.353746,0,0,0,1.9547,1.8661,0.0000,0,0,0
291,8.737472,active,31,110.740,91.390,66.273,1.0000,1,1.991,0,0,171.455,122.559,68.248,16,18,12,dormant,0,0,,0.807964,0,0,0,1.4047,1.6313,0.0000,0,0,0
292,8.767498,active,31,114.541,93.819,67.727,1.0000,1,1.991,0,0,176.770,119.671,67.385,15,18,12,dormant,0,0,,0.217545,0,0,0,2.4306,2.4857,0.0000,0,0,0
293,8.797524,active,31,151.263,99.055,85.946,1.0000,1,1.990,0,0,182.035,117.489,35.871,15,17,12,dormant,0,0,,1.290753,0,0,0,1.8888,1.9125,0.0000,0,0,0
294,8.827549,active,31,153.747,101.655,84.836,1.0000,1,1.990,0,0,187.671,113.487,35.928,14,17,12,dormant,0,0,,0.053243,0,0,0,1.7576,2.0306,0.0000,0,0,0
295,8.857575,active,31,155.225,102.851,84.170,1.0000,1,1.990,0,0,195.440,110.517,40.939,13,17,12,dormant,0,0,,0.335507,0,0,0,1.9184,2.2316,0.0000,0,0,0
296,8.887601,active,31,157.365,104.618,84.186,1.0000,1,1.990,0,0,201.352,108.537,44.161,14,17,12,dormant,0,0,,0.823899,0,0,0,2.0640,2.2089,0.0000,0,0,0
297,8.917626,active,31,159.414,103.891,84.822,1.0000,1,1.990,0,0,203.532,108.038,44.312,13,17,12,dormant,0,0,,0.402177,0,0,0,1.9403,3.5001,0.0000,0,0,0
298,8.947652,active,31,158.573,103.793,86.662,1.0000,1,1.990,0,0,203.704,105.647,45.169,13,17,12,dormant,0,0,,0.802412,0,0,0,1.2512,2.0915,0.0000,0,0,0
299,8.977678,active,31,160.921,105.440,87.208,1.0000,1,1.990,0,0,203.549,105.683,42.629,13,16,12,dormant,0,0,,0.941362,0,0,0,1.4967,1.4330,0.0000,0,0,0
300,9.007703,active,31,177.618,102.603,78.268,1.0000,1,1.990,0,0,203.919,102.736,26.301,14,16,12,dormant,0,0,,0.873571,0,0,0,1.4705,2.1197,0.0000,0,0,0
301,9.037729,active,31,175.955,107.368,85.494,0.8607,1,2.431,1,1,204.170,100.467,29.047,14,16,12,dormant,0,0,,1.104043,0,0,0,1.4823,2.4653,0.0000,0,0,0
302,9.067755,active,31,180.503,108.630,86.401,0.7408,1,2.872,2,1,204.162,98.747,25.640,14,16,12,dormant,0,0,,0.137710,0,0,0,0.9508,2.2147,0.0000,0,0,0
303,9.097780,active,31,185.052,109.891,87.307,0.6376,1,3.320,3,1,204.156,97.090,22.996,14,16,12,dormant,0,0,,0.845760,0,0,0,0.9316,1.8960,0.0000,0,0,0
304,9.127806,active,31,189.600,111.153,88.214,0.5488,1,3.776,4,1,204.197,92.505,23.682,14,16,12,dormant,0,0,,1.170636,0,0,0,0.8427,1.5932,0.0000,0,0,0
305,9.157832,active,31,194.149,112.415,89.120,0.4724,1,4.242,5,1,204.284,91.145,23.562,14,16,12,dormant,0,0,,1.255638,0,0,0,0.5545,1.7109,0.0000,0,0,0
306,9.187857,active,31,198.698,113.677,90.027,0.4066,1,4.719,6,1,203.429,87.948,26.161,14,16,12,dormant,0,0,,1.617533,0,0,0,0.5638,1.0603,0.0000,0,0,0
307,9.217883,active,31,203.246,114.939,90.933,0.3499,1,5.208,7,1,201.884,85.762,29.208,14,16,11,dormant,0,0,,1.277299,0,0,0,0.6014,1.8489,0.0000,0,0,0
308,9.247909,active,31,108.966,35.663,50.904,1.0000,1,2.961,0,0,202.025,83.644,104.701,15,16,11,dormant,0,0,,1.050804,0,0,0,0.4530,2.0371,0.0000,0,0,0
309,9.277934,active,31,107.695,35.326,53.024,1.0000,1,2.410,0,0,199.682,82.209,103.245,15,16,11,dormant,0,0,,0.821077,0,0,0,-0.0701,2.4202,0.0000,0,0,0
310,9.307960,active,31,106.442,36.835,53.242,1.0000,1,2.180,0,0,199.728,82.152,103.711,15,16,11,dormant,0,0,,0.732780,0,0,0,0.2264,1.9925,0.0000,0,0,0
311,9.337986,active,31,106.479,38.218,53.434,1.0000,1,2.074,0,0,199.029,80.051,101.565,15,16,11,dormant,0,0,,0.543987,0,0,0,-0.0610,2.5719,0.0000,0,0,0
312,9.368011,active,31,104.339,40.630,52.519,1.0000,1,2.024,0,0,199.550,79.448,102.820,15,16,11,dormant,0,0,,0.683301,0,0,0,-0.8488,1.9279,0.0000,0,0,0
313,9.398037,active,31,104.286,31.902,52.356,0.8607,1,2.453,1,1,199.440,79.664,106.468,14,16,11,dormant,0,0,,0.822423,0,0,0,-0.6061,2.3526,0.0000,0,0,0
314,9.428063,active,31,101.839,28.335,51.516,0.7408,1,2.888,2,1,197.514,78.592,108.072,14,16,11,dormant,0,0,,1.307276,0,0,0,-0.6247,2.2412,0.0000,0,0,0
315,9.458088,active,31,99.391,24.769,50.676,0.6376,1,3.332,3,1,197.479,76.511,110.899,14,16,11,dormant,0,0,,1.589840,0,0,0,-0.7802,1.6419,0.0000,0,0,0
316,9.488114,active,31,96.943,21.202,49.836,0.5488,1,3.786,4,1,196.052,76.378,113.433,14,16,11,dormant,0,0,,1.697416,0,0,0,-0.6722,1.8927,0.0000,0,0,0
317,9.518140,active,31,99.047,49.736,53.859,1.0000,1,2.686,0,0,193.979,75.245,98.299,15,15,11,dormant,0,0,,1.752935,0,0,0,-0.8679,2.4592,0.0000,0,0,0
318,9.548165,active,31,99.904,50.515,54.087,1.0000,1,2.311,0,0,193.928,75.658,97.328,15,15,11,dormant,0,0,,1.657478,0,0,0,-0.9565,3.1602,0.0000,0,0,0
319,9.578191,active,31,96.301,52.104,54.107,1.0000,1,2.142,0,0,194.079,75.119,100.450,13,15,11,dormant,0,0,,1.532964,0,0,0,-1.2589,2.6917,0.0000,0,0,0
320,9.608217,active,31,92.739,52.277,52.389,1.0000,1,2.061,0,0,193.503,73.876,103.052,13,15,11,dormant,0,0,,1.402348,0,0,0,-1.0994,2.6414,0.0000,0,0,0
321,9.638242,active,31,87.599,53.099,50.603,1.0000,1,2.021,0,0,192.125,73.537,106.506,13,15,11,dormant,0,0,,1.785764,0,0,0,-1.1984,2.0297,0.0000,0,0,0
322,9.668268,active,31,81.023,57.677,49.125,1.0000,1,2.003,0,0,191.162,72.921,111.190,13,15,11,dormant,0,0,,1.678218,0,0,0,-1.5248,1.9769,0.0000,0,0,0
323,9.698294,active,31,88.813,57.748,55.037,1.0000,1,1.995,0,0,189.574,72.106,101.779,13,15,11,dormant,0,0,,1.737904,0,0,0,-1.8270,2.1166,0.0000,0,0,0
324,9.728320,active,31,86.905,58.848,56.274,1.0000,1,1.992,0,0,189.999,71.501,103.868,14,15,11,dormant,0,0,,1.525222,0,0,0,-1.7351,2.3530,0.0000,0,0,0
325,9.758345,active,31,81.288,60.456,55.685,1.0000,1,1.992,0,0,188.076,70.623,107.271,14,15,11,dormant,0,0,,1.668002,0,0,0,-2.9458,1.8315,0.0000,0,0,0
326,9.788371,active,31,78.814,61.149,55.277,1.0000,1,1.992,0,0,185.060,68.429,106.496,15,16,11,dormant,0,0,47,2.106982,0,0,0,-2.0314,1.7837,0.0000,0,0,0
327,9.818397,active,31,77.244,63.495,55.636,1.0000,1,1.992,0,0,181.821,65.988,104.607,14,16,11,dormant,0,0,47,2.050052,0,0,0,-1.7617,2.5847,0.0000,0,0,0
328,9.848422,active,31,78.422,64.520,58.732,1.0000,1,1.992,0,0,179.194,65.440,100.776,14,16,11,dormant,0,0,,1.524472,0,0,0,-2.0612,1.9420,0.0000,0,0,0
329,9.878448,active,31,75.506,65.919,57.597,1.0000,1,1.992,0,0,178.110,65.348,102.606,14,16,10,dormant,0,0,,1.826488,0,0,0,-2.0385,1.2530,0.0000,0,0,0
330,9.908474,active,31,69.520,66.378,57.499,1.0000,1,1.992,0,0,176.035,63.260,106.561,14,16,10,dormant,0,0,47,2.031729,0,0,0,-2.3485,1.4173,0.0000,0,0,0
331,9.938499,active,31,65.356,67.502,57.333,1.0000,1,1.991,0,0,175.124,62.508,109.881,14,16,10,dormant,0,0,,1.536054,0,0,0,-2.9741,1.2119,0.0000,0,0,0
332,9.968525,active,31,65.777,68.160,57.733,1.0000,1,1.991,0,0,173.553,62.613,107.919,15,17,10,dormant,0,0,,1.138891,0,0,0,-2.5979,0.9316,0.0000,0,0,0
333,9.998551,active,31,58.438,69.122,54.440,1.0000,1,1.991,0,0,173.296,61.895,115.086,15,17,10,dormant,0,0,,0.659974,0,0,0,-2.2600,2.1192,0.0000,0,0,0
334,10.028576,active,31,61.152,71.788,56.953,1.0000,1,1.991,0,0,171.915,61.521,111.238,15,17,10,dormant,0,0,,1.029691,0,0,0,-2.0765,1.7496,0.0000,0,0,0
335,10.058602,active,31,59.407,71.652,58.316,1.0000,1,1.991,0,0,171.335,60.454,112.486,16,18,10,dormant,0,0,,1.082017,0,0,0,-1.8986,1.7035,0.0000,0,0,0
336,10.088628,active,31,55.891,74.630,56.322,1.0000,1,1.990,0,0,169.782,59.577,114.881,16,18,10,dormant,0,0,,1.418786,0,0,0,-2.9917,1.2900,0.0000,0,0,0
337,10.118653,active,31,56.649,76.564,55.888,1.0000,1,1.990,0,0,169.216,59.067,113.918,17,19,10,dormant,0,0,,1.627125,0,0,0,-2.5665,1.6329,0.0000,0,0,0
338,10.148679,active,31,56.760,79.036,55.963,1.0000,1,1.990,0,0,167.157,57.919,112.399,17,19,10,dormant,0,0,47,2.195928,0,0,0,-2.7771,1.3688,0.0000,0,0,0
339,10.178705,active,31,57.481,79.133,57.647,1.0000,1,1.990,0,0,164.779,55.486,109.873,17,18,10,dormant,0,0,47,2.350147,0,0,0,-2.8136,1.4663,0.0000,0,0,0
340,10.208730,active,31,57.452,81.646,58.012,1.0000,1,1.990,0,0,164.173,55.278,109.930,17,18,10,dormant,0,0,47,2.113908,0,0,0,-3.3635,0.8243,0.0000,0,0,0
341,10.238756,active,31,56.914,79.560,59.168,1.0000,1,1.990,0,0,163.361,54.611,109.331,17,18,10,dormant,0,0,,1.741119,0,0,0,-4.1054,0.8481,0.0000,0,0,0
342,10.268782,active,31,58.021,80.837,59.194,1.0000,1,1.990,0,0,161.977,54.603,107.215,17,18,10,dormant,0,0,,1.784242,0,0,0,-2.8767,1.3000,0.0000,0,0,0
343,10.298807,active,31,56.920,81.859,59.325,1.0000,1,1.990,0,0,162.016,54.421,108.618,17,18,10,dormant,0,0,,1.219980,0,0,0,-2.3312,1.6623,0.0000,0,0,0
344,10.328833,active,31,55.060,83.976,57.796,1.0000,1,1.990,0,0,159.974,54.770,108.904,17,18,10,dormant,0,0,47,2.266407,0,0,0,-2.4435,1.8466,0.0000,0,0,0
345,10.358859,active,31,53.064,85.301,57.191,1.0000,1,1.990,0,0,159.110,54.609,110.398,17,18,11,dormant,0,0,47,2.285040,0,0,0,-3.5294,1.0924,0.0000,0,0,0
346,10.388884,active,31,52.495,86.852,56.748,1.0000,1,1.990,0,0,158.024,55.028,110.224,17,18,11,dormant,0,0,47,2.338827,0,0,0,-3.2373,0.7633,0.0000,0,0,0
347,10.418910,active,31,50.707,87.640,55.617,1.0000,1,1.990,0,0,157.728,54.714,111.971,17,17,11,dormant,0,0,47,2.424448,0,0,0,-3.5953,0.7994,0.0000,0,0,0
348,10.448936,active,31,49.753,86.952,55.782,1.0000,1,1.990,0,0,157.299,54.470,112.345,17,17,11,dormant,0,0,,1.863892,0,0,0,-3.2879,0.8547,0.0000,0,0,0
349,10.478961,active,31,48.722,88.706,54.518,1.0000,1,1.990,0,0,157.359,54.656,113.848,17,17,11,dormant,0,0,,1.864936,0,0,0,-3.5066,1.0364,0.0000,0,0,0
350,10.508987,active,31,48.153,85.053,56.098,1.0000,1,1.990,0,0,157.473,54.751,113.442,17,17,11,dormant,0,0,,1.975523,0,0,0,-3.1473,0.6945,0.0000,0,0,0
351,10.539013,active,31,47.575,85.887,55.732,1.0000,1,1.990,0,0,157.397,54.733,114.155,17,17,11,dormant,0,0,47,2.323674,0,0,0,-2.2318,0.7815,0.0000,0,0,0
352,10.569038,active,31,45.569,92.515,52.077,1.0000,1,1.990,0,0,157.412,54.996,117.968,17,17,11,dormant,0,0,47,2.512398,0,0,0,-2.5286,1.1326,0.0000,0,0,0
353,10.599064,active,47,179.924,79.042,67.042,1.0000,1,1.990,0,0,157.308,54.791,33.160,19,19,11,dormant,0,0,47,2.276305,0,0,0,-3.4683,0.4374,0.0000,0,0,1
354,10.629090,active,47,170.780,74.440,63.226,1.0000,1,1.990,0,0,157.325,54.569,23.997,17,19,11,dormant,0,0,,3.622714,0,0,0,-2.8383,0.2409,0.0000,0,0,0
355,10.659116,active,47,163.708,74.644,60.034,1.0000,1,1.990,0,0,157.459,54.626,20.971,17,19,11,dormant,0,0,,3.926898,0,0,0,-3.6086,0.5811,0.0000,0,0,0
356,10.689141,active,47,159.213,67.875,54.283,1.0000,1,1.990,0,0,157.531,54.424,13.555,17,19,12,dormant,0,0,,3.490118,0,0,0,-3.7625,0.7047,0.0000,0,0,0
357,10.719167,active,47,154.938,70.671,52.574,1.0000,1,1.990,0,0,157.896,56.404,14.570,17,19,12,dormant,0,0,,3.252008,0,0,0,-3.1182,0.1372,0.0000,0,0,0
358,10.749193,active,47,186.338,71.311,64.189,1.0000,1,1.990,0,0,157.751,57.391,31.796,18,20,12,dormant,0,0,,3.786504,0,0,0,-2.7634,0.2598,0.0000,0,0,0
359,10.779218,active,47,189.262,78.285,63.889,1.0000,1,1.990,0,0,160.901,58.947,34.326,19,21,12,dormant,0,0,,3.589003,0,0,0,-3.3211,0.1798,0.0000,0,0,0
360,10.809244,active,47,189.610,76.544,61.593,1.0000,1,1.990,0,0,163.476,61.188,30.312,19,21,12,dormant,0,0,,3.645087,0,0,0,-3.7912,-0.0079,0.0000,0,0,0
361,10.839270,active,47,190.378,80.656,61.940,1.0000,1,1.990,0,0,166.105,64.518,29.148,18,21,12,dormant,0,0,,3.877886,0,0,0,-2.5777,0.1019,0.0000,0,0,0
362,10.869295,active,47,188.874,82.183,61.402,1.0000,1,1.990,0,0,167.632,67.411,25.873,19,21,12,dormant,0,0,,3.743052,0,0,0,-2.2899,0.8505,0.0000,0,0,0
363,10.899321,active,47,188.525,76.877,56.951,1.0000,1,1.990,0,0,169.875,71.356,19.450,19,21,12,dormant,0,0,,2.840630,0,0,0,-3.1474,0.0815,0.0000,0,0,0
364,10.929347,active,47,194.507,80.120,60.951,1.0000,1,1.990,0,0,173.004,76.756,21.765,18,21,12,dormant,0,0,,3.832001,0,0,0,-2.6871,0.0886,0.0000,0,0,0
365,10.959372,active,47,215.437,72.851,71.596,1.0000,1,1.990,0,0,173.743,79.217,42.177,16,21,12,dormant,0,0,,3.689900,0,0,0,-2.5172,-0.1956,0.0000,0,0,0
366,10.989398,active,47,213.475,64.106,66.086,1.0000,1,1.990,0,0,175.115,82.187,42.408,17,21,12,dormant,0,0,,3.123646,0,0,0,-3.6750,-0.4005,0.0000,0,0,0
367,11.019424,active,47,214.134,58.288,62.476,1.0000,1,1.990,0,0,177.615,83.507,44.381,18,22,12,dormant,0,0,,0.785352,0,0,0,-3.5722,-0.0736,0.0000,0,0,0
368,11.049449,active,47,212.534,61.113,61.799,1.0000,1,1.990,0,0,181.505,85.511,39.472,18,23,12,dormant,0,0,,2.809855,0,0,0,-3.4757,-0.2391,0.0000,0,0,0
369,11.079475,active,47,209.233,70.408,65.821,1.0000,1,1.990,0,0,190.082,88.688,26.475,18,23,12,dormant,0,0,,3.062465,0,0,0,-3.3088,-0.1630,0.0000,0,0,0
370,11.109501,active,47,216.364,65.311,64.057,0.8607,1,2.431,1,1,195.660,89.449,31.801,17,23,12,dormant,0,0,,0.230682,0,0,0,-4.2332,-0.6491,0.0000,0,0,0
371,11.139526,active,47,218.950,64.505,64.074,0.7408,1,2.872,2,1,199.717,90.811,32.587,18,23,12,dormant,0,0,,2.382921,0,0,0,-3.5742,-0.9821,0.0000,0,0,0
372,11.169552,active,47,221.536,63.699,64.092,0.6376,1,3.320,3,1,201.584,91.650,34.342,18,23,12,dormant,0,0,,2.072495,0,0,0,-3.2957,-0.7132,0.0000,0,0,0
373,11.199578,active,47,224.121,62.893,64.110,0.5488,1,3.776,4,1,211.185,93.992,33.683,18,23,12,dormant,0,0,,1.998142,0,0,0,-2.5628,-0.3484,0.0000,0,0,0
374,11.229603,active,47,203.172,76.730,75.504,1.0000,1,2.683,0,0,217.868,93.823,22.542,18,22,12,dormant,0,0,58,2.378400,0,0,0,-3.7638,-0.8050,0.0000,0,0,0
375,11.259629,active,47,213.998,70.797,71.172,0.8607,1,3.099,1,1,221.802,93.393,23.906,16,22,10,dormant,0,0,,0.560434,0,0,0,-3.4890,-1.2028,0.0000,0,0,0
376,11.289655,active,47,215.408,70.722,71.539,0.7408,1,3.525,2,1,223.521,93.457,24.139,17,22,10,dormant,0,0,,1.292441,0,0,0,-3.6813,-1.2000,0.0000,0,0,0
377,11.319680,active,47,216.818,70.647,71.906,0.6376,1,3.964,3,1,225.703,93.165,24.207,15,21,10,dormant,0,0,,0.855656,0,0,0,-4.1240,-1.0638,0.0000,0,0,0
378,11.349706,active,47,218.228,70.573,72.273,0.5488,1,4.415,4,1,233.758,94.554,28.570,15,21,10,dormant,0,0,,0.024492,0,0,0,-3.3064,-0.9451,0.0000,0,0,0
379,11.379732,active,47,219.638,70.498,72.640,0.4724,1,4.879,5,1,236.154,94.697,29.298,16,21,10,dormant,0,0,,1.080273,0,0,0,-2.8233,-0.7311,0.0000,0,0,0
380,11.409757,active,47,221.048,70.423,73.007,0.4066,1,5.356,6,1,237.034,94.324,28.754,16,21,9,dormant,0,0,,3.226970,0,0,0,-3.6368,-0.5603,0.0000,0,0,0
381,11.439783,active,47,222.458,70.348,73.375,0.3499,1,5.845,7,1,238.118,94.281,28.601,16,21,9,dormant,0,0,,2.891814,0,0,0,-3.8096,-1.1463,0.0000,0,0,0
382,11.469809,active,47,223.868,70.274,73.742,0.3012,1,6.348,8,1,239.059,94.152,28.300,16,21,11,dormant,0,0,,2.363176,0,0,0,-3.1346,-1.1964,0.0000,0,0,0
383,11.499834,active,47,225.278,70.199,74.109,0.2592,1,6.862,9,1,240.170,94.310,28.339,16,20,11,dormant,0,0,58,2.027231,0,0,0,-2.8233,-1.0564,0.0000,0,0,0
384,11.529860,active,47,226.688,70.124,74.476,0.2231,1,7.389,10,1,239.697,94.009,27.198,16,20,10,dormant,0,0,58,2.076741,0,0,0,-2.6781,-0.9599,0.0000,0,0,0
385,11.559886,active,47,228.098,70.050,74.843,0.1920,1,7.929,11,1,241.475,94.214,27.620,16,19,9,dormant,0,0,,1.989020,0,0,0,-2.8866,-1.1640,0.0000,0,0,0
386,11.589912,active,47,229.508,69.975,75.210,0.1653,1,8.480,12,1,247.321,91.933,28.274,16,19,9,dormant,0,0,58,2.145656,0,0,0,-2.5726,-1.4573,0.0000,0,0,0
387,11.619937,active,47,230.919,69.900,75.578,0.1423,1,9.043,13,1,253.789,89.580,30.172,16,18,8,dormant,0,0,58,2.007587,0,0,0,-2.5032,-1.3124,0.0000,0,0,0
388,11.649963,active,58,275.452,104.089,78.438,1.0000,1,1.992,0,0,254.960,87.970,26.071,15,18,8,dormant,0,0,,2.721349,1,0,0,-2.2993,-1.5688,0.0000,0,0,1
389,11.679989,active,58,273.881,104.696,78.658,1.0000,1,1.992,0,0,255.186,86.710,25.943,15,18,8,dormant,0,0,,2.159600,0,0,0,-2.3783,-1.3330,0.0000,0,0,0
390,11.710014,active,58,273.341,103.376,77.967,1.0000,1,1.992,0,0,255.750,86.834,24.147,15,18,8,dormant,0,0,,2.706138,0,0,0,-2.0439,-1.3238,0.0000,0,0,0
391,11.740040,active,58,272.799,102.280,78.071,1.0000,1,1.991,0,0,255.549,85.674,23.944,15,18,9,dormant,0,0,,2.737058,0,0,0,-2.6659,-0.8035,0.0000,0,0,0
392,11.770066,active,58,269.755,100.482,79.144,1.0000,1,1.991,0,0,255.718,85.738,20.358,15,18,9,dormant,0,0,,2.265591,0,0,0,-2.7988,-0.8547,0.0000,0,0,0
393,11.800091,active,58,268.606,99.131,78.367,1.0000,1,1.991,0,0,257.408,85.285,17.807,15,18,9,dormant,0,0,,2.418997,0,0,0,-2.3335,-1.2023,0.0000,0,0,0
394,11.830117,active,58,267.914,97.869,78.540,1.0000,1,1.991,0,0,258.497,85.658,15.421,14,17,9,dormant,0,0,,3.242550,0,0,0,-1.7019,-1.2963,0.0000,0,0,0
395,11.860143,active,58,266.355,95.377,77.855,1.0000,1,1.991,0,0,265.237,87.245,8.209,13,16,9,dormant,0,0,,3.583811,0,0,0,-1.6022,-1.6102,0.0000,0,0,0
396,11.890168,active,58,264.004,96.135,78.867,1.0000,1,1.990,0,0,269.558,90.356,8.015,12,16,9,dormant,0,0,,3.976514,0,0,0,-1.9211,-1.8163,0.0000,0,0,0
397,11.920194,active,58,265.757,94.025,79.988,1.0000,1,1.990,0,0,272.038,89.462,7.764,12,16,10,dormant,0,0,,4.123688,0,0,0,-1.7630,-2.2903,0.0000,0,0,0
398,11.950220,active,58,264.964,93.329,79.843,1.0000,1,1.990,0,0,273.238,89.850,8.976,12,16,9,dormant,0,0,,3.601266,0,0,0,-1.3767,-1.8205,0.0000,0,0,0
399,11.980245,active,58,267.132,93.313,79.120,1.0000,1,1.990,0,0,274.407,91.485,7.501,12,16,9,dormant,0,0,,3.537197,0,0,0,-1.4552,-2.3151,0.0000,0,0,0
400,12.010271,active,58,263.156,94.941,80.238,1.0000,1,1.990,0,0,274.478,93.072,11.475,12,16,9,dormant,0,0,,3.094638,0,0,0,-1.5979,-2.0876,0.0000,0,0,0
401,12.040297,active,58,262.774,95.215,81.061,1.0000,1,1.990,0,0,276.411,92.967,13.820,11,16,9,dormant,0,0,,2.070386,0,0,0,-1.0779,-1.5452,0.0000,0,0,0
402,12.070322,active,58,262.162,95.338,80.735,1.0000,1,1.990,0,0,278.351,93.461,16.297,11,16,9,dormant,0,0,,1.465184,0,0,0,-1.2077,-1.7359,0.0000,0,0,0
403,12.100348,active,58,264.608,96.213,80.857,1.0000,1,1.990,0,0,278.813,94.278,14.336,12,16,9,dormant,0,0,,1.702718,0,0,0,-0.7945,-1.5066,0.0000,0,0,0
404,12.130374,active,58,259.085,94.420,80.351,1.0000,1,1.990,0,0,278.982,94.270,19.898,13,17,8,dormant,0,0,,1.298697,0,0,0,-0.6428,-2.0661,0.0000,0,0,0
405,12.160399,active,58,256.788,95.724,80.626,1.0000,1,1.990,0,0,278.652,94.670,21.890,13,17,8,dormant,0,0,,2.006011,0,0,0,-1.0022,-2.0190,0.0000,0,0,0
406,12.190425,active,58,251.779,95.544,80.462,1.0000,1,1.990,0,0,278.996,94.634,27.232,13,17,8,dormant,0,0,,2.193696,0,0,0,-0.6687,-2.3323,0.0000,0,0,0
407,12.220451,active,58,251.823,93.801,79.748,1.0000,1,1.990,0,0,278.985,94.829,27.182,14,18,8,dormant,0,0,,2.131988,0,0,0,-0.5954,-2.3050,0.0000,0,0,0
408,12.250476,active,58,246.712,92.176,78.559,1.0000,1,1.990,0,0,279.277,94.943,32.683,14,17,8,dormant,0,0,,2.139114,0,0,0,-0.7474,-1.9408,0.0000,0,0,0
409,12.280502,active,58,255.266,108.863,71.956,1.0000,1,1.990,0,0,279.178,94.808,27.737,15,18,9,dormant,0,0,,2.035969,0,0,0,-0.3233,-2.3043,0.0000,0,0,0
410,12.310528,active,58,257.710,123.015,65.830,1.0000,1,1.990,0,0,279.087,94.954,35.276,15,18,9,dormant,0,0,,2.535670,0,0,0,-0.4823,-1.9392,0.0000,0,0,0
411,12.340553,active,58,256.956,128.862,62.761,1.0000,1,1.990,0,0,279.376,94.467,41.057,15,18,8,dormant,0,0,,2.057065,0,0,0,-0.7388,-1.8784,0.0000,0,0,0
412,12.370579,active,58,258.501,129.228,63.608,1.0000,1,1.990,0,0,279.357,94.316,40.667,16,18,8,dormant,0,0,,2.060656,0,0,0,-0.4268,-1.2145,0.0000,0,0,0
