frame,timestamp,evaluation_phase,target_id,pred_x,pred_y,radius,confidence,actionable,position_uncertainty_px,lost_frames,predicted_only,gt_x,gt_y,error_px,detection_count,track_count,hypothesis_count,bg_registry_state,bg_certified_count,stale_recovery_committed,ranker_candidate_id,ranker_margin,ranker_switched,recovery_active,collective_promoted,collective_dx,collective_dy,collective_rotation_deg,white_active,identity_window_active,identity_switched
24,0.721492,active,1,342.662,242.748,61.774,1.0000,1,1.990,0,0,342.167,237.673,5.099,14,16,0,dormant,0,0,,0.000000,0,0,0,1.6010,-0.0741,0.0000,1,0,0
25,0.751554,active,1,341.857,241.655,63.390,1.0000,1,1.990,0,0,342.167,237.673,3.994,14,16,0,dormant,0,0,,0.000000,0,0,0,3.0560,0.1132,0.0000,1,0,0
26,0.781616,active,1,339.483,241.145,65.297,1.0000,1,1.990,0,0,342.167,237.673,4.389,14,16,0,dormant,0,0,,0.000000,0,0,0,3.3675,0.3184,0.0000,1,0,0
27,0.811678,active,1,338.043,241.466,65.718,1.0000,1,1.990,0,0,342.027,237.696,5.485,14,16,0,dormant,0,0,,0.000000,0,0,0,2.8528,0.4850,0.0000,1,0,0
28,0.841740,active,1,337.040,241.272,66.050,1.0000,1,1.990,0,0,342.027,237.696,6.136,14,16,0,dormant,0,0,,0.000000,0,0,0,3.1553,0.1933,0.0000,1,0,0
29,0.871802,active,1,331.813,240.353,67.890,1.0000,1,1.990,0,0,342.029,237.526,10.600,14,16,0,dormant,0,0,,0.000000,0,0,0,3.7391,0.4549,0.0000,1,0,0
30,0.901865,active,1,328.422,241.501,69.273,1.0000,1,1.990,0,0,342.031,237.665,14.139,14,16,0,dormant,0,0,,0.000000,0,0,0,3.5332,0.3124,0.0000,1,0,0
31,0.931927,active,1,325.506,240.031,70.352,1.0000,1,1.990,0,0,342.068,237.702,16.725,14,16,0,dormant,0,0,,0.000000,0,0,0,4.0976,0.8854,0.0000,1,0,0
32,0.961989,active,1,325.885,238.282,70.194,1.0000,1,1.990,0,0,342.080,237.679,16.206,15,17,0,dormant,0,0,,0.000000,0,0,0,3.3102,0.7453,0.0000,1,0,0
33,0.992051,active,1,328.810,235.861,70.000,1.0000,1,1.990,0,0,342.080,237.679,13.394,15,17,0,dormant,0,0,,0.000000,0,0,0,3.9820,0.7750,0.0000,1,0,0
34,1.022113,active,1,324.881,232.926,69.765,1.0000,1,1.990,0,0,342.080,237.679,17.843,15,17,0,dormant,0,0,,0.000000,0,0,0,3.6151,0.1380,0.0000,1,0,0
35,1.052175,active,1,323.545,231.096,69.000,1.0000,1,1.990,0,0,342.183,237.702,19.773,15,17,0,dormant,0,0,,0.000000,0,0,0,1.4621,0.0263,0.0000,1,0,0
36,1.082238,active,1,324.135,229.324,70.589,1.0000,1,1.990,0,0,341.997,237.650,19.707,15,17,0,dormant,0,0,,0.000000,0,0,0,3.0786,1.0754,0.0000,1,0,0
37,1.112300,active,1,321.155,229.828,69.125,1.0000,1,1.990,0,0,341.934,237.572,22.175,16,18,0,dormant,0,0,,0.000000,0,0,0,3.5213,0.8019,0.0000,1,0,0
38,1.142362,active,1,320.743,227.709,68.967,1.0000,1,1.990,0,0,341.899,237.604,23.356,16,17,0,dormant,0,0,,0.000000,0,0,0,2.7954,0.7441,0.0000,1,0,0
39,1.172424,active,1,319.408,226.129,68.607,1.0000,1,1.990,0,0,341.890,237.582,25.232,15,17,0,dormant,0,0,,0.000000,0,0,0,2.4236,0.8390,0.0000,1,0,0
40,1.202486,active,1,319.697,227.891,68.165,1.0000,1,1.990,0,0,341.870,237.568,24.193,15,17,0,dormant,0,0,,0.000000,0,0,0,2.7557,1.2273,0.0000,1,0,0
41,1.232548,active,1,318.900,228.641,67.064,1.0000,1,1.990,0,0,341.870,237.568,24.644,15,17,0,dormant,0,0,,0.000000,0,0,0,2.8888,0.8329,0.0000,1,0,0
42,1.262610,active,1,315.746,229.717,66.792,1.0000,1,1.990,0,0,341.935,237.443,27.305,15,16,0,dormant,0,0,,0.000000,0,0,0,2.6101,0.9590,0.0000,1,0,0
43,1.292673,active,1,313.131,230.916,65.950,1.0000,1,1.990,0,0,342.096,237.458,29.694,15,16,0,dormant,0,0,,0.000000,0,0,0,3.3049,1.4408,0.0000,1,0,0
44,1.322735,active,1,311.354,231.402,65.603,1.0000,1,1.990,0,0,341.952,237.500,31.199,15,16,0,dormant,0,0,,0.000000,0,0,0,3.1949,1.4300,0.0000,1,0,0
45,1.352797,active,1,307.077,232.345,64.320,1.0000,1,1.990,0,0,341.901,237.377,35.185,16,17,0,dormant,0,0,,0.000000,0,0,0,2.5871,1.4251,0.0000,1,0,0
46,1.382859,active,1,303.323,231.170,61.738,1.0000,1,1.990,0,0,341.898,237.471,39.086,15,17,0,dormant,0,0,,0.000000,0,0,0,2.6397,1.8057,0.0000,1,0,0
47,1.412921,active,1,302.287,227.522,58.665,1.0000,1,1.990,0,0,342.038,237.564,40.999,15,17,0,dormant,0,0,,0.000000,0,0,0,2.1473,1.5954,0.0000,1,0,0
48,1.442983,active,1,288.981,228.469,65.059,1.0000,1,1.990,0,0,333.304,233.651,44.625,14,17,0,dormant,0,0,,0.000000,0,0,0,3.0954,1.7013,0.0000,1,0,0
49,1.473046,active,1,286.118,229.184,67.581,1.0000,1,1.990,0,0,319.157,226.436,33.153,14,17,0,dormant,0,0,,0.000000,0,0,0,2.8390,1.3941,0.0000,1,0,0
50,1.503108,active,1,292.028,229.219,63.895,1.0000,1,1.990,0,0,308.955,220.441,19.067,15,18,0,dormant,0,0,,0.000000,0,0,0,2.8019,1.5497,0.0000,1,0,0
51,1.533170,active,1,294.255,228.953,63.515,1.0000,1,1.990,0,0,302.746,217.556,14.212,15,18,0,dormant,0,0,,0.000000,0,0,0,2.4817,1.3085,0.0000,1,0,0
52,1.563232,active,1,290.148,228.584,65.744,1.0000,1,1.990,0,0,299.711,216.546,15.375,15,18,0,dormant,0,0,,0.000000,0,0,0,2.2357,1.5141,0.0000,1,0,0
53,1.593294,active,1,290.942,228.230,66.783,1.0000,1,1.990,0,0,293.927,213.176,15.347,14,18,0,dormant,0,0,,0.000000,0,0,0,2.6219,2.6585,0.0000,1,0,0
54,1.623356,active,1,282.874,228.980,68.286,1.0000,1,1.990,0,0,285.293,211.541,17.606,14,18,0,dormant,0,0,,0.000000,0,0,0,2.2656,1.9796,0.0000,1,0,0
55,1.653418,active,1,282.969,228.023,66.149,0.8607,1,2.431,1,1,279.761,211.900,16.439,14,18,0,dormant,0,0,,0.000000,0,0,0,2.3764,2.1239,0.0000,1,0,0
56,1.683481,active,1,280.875,227.808,66.146,0.7408,1,2.873,2,1,279.750,211.819,16.029,14,18,0,dormant,0,0,,0.000000,0,0,0,2.7587,1.7721,0.0000,1,0,0
57,1.713543,active,1,278.781,227.592,66.142,0.6376,1,3.321,3,1,279.771,211.883,15.740,14,17,0,dormant,0,0,,0.000000,0,0,0,2.1720,2.6307,0.0000,1,0,0
58,1.743605,active,1,276.687,227.377,66.139,0.5488,1,3.777,4,1,278.497,211.202,16.276,14,17,0,dormant,0,0,,0.000000,0,0,0,2.0489,1.9459,0.0000,1,0,0
59,1.773667,active,1,274.593,227.161,66.135,0.4724,1,4.244,5,1,274.748,211.192,15.970,14,16,0,dormant,0,0,,0.000000,0,0,0,2.0281,1.8576,0.0000,1,0,0
60,1.803729,active,1,272.499,226.946,66.132,0.4066,1,4.721,6,1,274.810,211.245,15.871,14,16,0,dormant,0,0,,0.000000,0,0,0,1.9279,2.3119,0.0000,1,0,0
61,1.833791,active,1,270.404,226.731,66.128,0.3499,1,5.210,7,1,275.062,211.300,16.118,14,16,0,dormant,0,0,,0.000000,0,0,0,1.6768,2.0195,0.0000,1,0,0
62,1.863854,active,1,265.468,204.374,69.148,1.0000,1,2.962,0,0,274.796,211.325,11.633,15,15,0,dormant,0,0,,0.000000,0,0,0,1.7384,2.8121,0.0000,1,0,0
63,1.893916,active,1,259.545,203.663,69.539,1.0000,1,2.410,0,0,275.011,211.379,17.284,15,15,0,dormant,0,0,,0.000000,0,0,0,1.7509,2.3110,0.0000,1,0,0
64,1.923978,active,1,256.928,197.439,67.148,1.0000,1,2.181,0,0,275.026,211.397,22.855,16,16,0,dormant,0,0,,0.000000,0,0,0,1.6197,2.4601,0.0000,1,0,0
65,1.954040,active,1,253.928,200.228,68.447,1.0000,1,2.074,0,0,274.972,211.474,23.860,14,16,0,dormant,0,0,,0.000000,0,0,0,1.2438,2.3678,0.0000,1,0,0
66,1.984102,active,1,255.266,200.227,66.252,1.0000,1,2.024,0,0,274.950,211.466,22.667,14,16,0,dormant,0,0,,0.000000,0,0,0,1.0761,2.0314,0.0000,1,0,0
67,2.014164,active,1,252.423,200.745,65.848,1.0000,1,2.002,0,0,274.807,211.381,24.783,14,16,0,dormant,0,0,,0.000000,0,0,0,1.1574,1.9582,0.0000,1,0,0
68,2.044226,active,1,251.166,202.038,64.900,1.0000,1,1.994,0,0,274.873,211.323,25.460,14,16,0,dormant,0,0,,0.000000,0,0,0,1.1486,2.8117,0.0000,1,0,0
69,2.074289,active,1,250.117,202.643,64.702,1.0000,1,1.991,0,0,270.986,210.488,22.295,14,16,0,dormant,0,0,,0.000000,0,0,0,0.6035,2.0835,0.0000,1,0,0
70,2.104351,active,1,246.545,202.915,63.343,1.0000,1,1.991,0,0,259.218,205.492,12.932,14,16,0,dormant,0,0,,0.000000,0,0,0,0.4673,2.0609,0.0000,1,0,0
71,2.134413,active,1,244.221,199.899,61.458,1.0000,1,1.992,0,0,257.376,203.510,13.642,16,17,0,dormant,0,0,,0.000000,0,0,0,0.4975,2.0012,0.0000,1,0,0
72,2.164475,active,1,241.696,199.489,61.835,1.0000,1,1.992,0,0,255.284,201.704,13.768,15,17,0,dormant,0,0,,0.000000,0,0,0,0.5632,2.6524,0.0000,1,0,0
73,2.194537,active,1,240.722,201.626,63.707,1.0000,1,1.993,0,0,249.932,195.677,10.964,15,17,0,dormant,0,0,,0.000000,0,0,0,-0.0614,2.4257,0.0000,1,0,0
74,2.224599,active,1,239.678,199.796,61.183,1.0000,1,1.993,0,0,245.874,190.642,11.054,15,17,0,dormant,0,0,,0.000000,0,0,0,-0.0171,2.0035,0.0000,1,0,0
75,2.254662,active,1,239.075,201.509,61.445,1.0000,1,1.993,0,0,241.197,188.545,13.137,15,17,0,dormant,0,0,,0.000000,0,0,0,-0.0427,1.8837,0.0000,1,0,0
76,2.284724,active,1,237.892,202.237,62.621,1.0000,1,1.992,0,0,237.041,186.634,15.626,16,17,0,dormant,0,0,,0.000000,0,0,0,-0.2030,1.7266,0.0000,1,0,0
77,2.314786,active,1,236.804,202.705,62.583,1.0000,1,1.992,0,0,232.057,183.764,19.527,17,18,0,dormant,0,0,,0.000000,0,0,0,-0.2614,1.8899,0.0000,1,0,0
78,2.344848,active,1,235.815,203.910,62.104,1.0000,1,1.992,0,0,228.811,182.169,22.842,16,18,0,dormant,0,0,,0.000000,0,0,0,-0.5260,1.7997,0.0000,1,0,0
79,2.374910,active,1,233.260,203.980,62.901,1.0000,1,1.992,0,0,225.303,181.183,24.145,15,18,0,dormant,0,0,,0.000000,0,0,0,-0.6940,2.2824,0.0000,1,0,0
80,2.404972,active,1,229.515,202.605,64.435,1.0000,1,1.991,0,0,223.288,180.564,22.903,15,19,0,dormant,0,0,,0.000000,0,0,0,-0.5425,2.0271,0.0000,1,0,0
81,2.435034,active,1,226.612,201.912,66.770,1.0000,1,1.991,0,0,219.280,180.463,22.668,15,19,0,dormant,0,0,,0.000000,0,0,0,-0.6560,1.6121,0.0000,1,0,0
82,2.465097,active,1,226.155,201.957,67.993,1.0000,1,1.991,0,0,217.793,180.548,22.983,15,19,0,dormant,0,0,,0.000000,0,0,0,-1.0070,1.6947,0.0000,1,0,0
83,2.495159,active,1,226.519,200.146,69.861,1.0000,1,1.991,0,0,217.721,180.436,21.585,14,19,0,dormant,0,0,,0.000000,0,0,0,-1.2630,2.3091,0.0000,1,0,0
84,2.525221,active,1,222.322,199.592,72.688,1.0000,1,1.990,0,0,217.816,180.426,19.688,15,20,0,dormant,0,0,,0.000000,0,0,0,-0.9001,2.0913,0.0000,1,0,0
85,2.555283,active,1,218.118,199.486,74.123,1.0000,1,1.990,0,0,217.852,180.596,18.892,14,19,2,dormant,0,0,,2.538700,0,0,0,-0.8583,2.1983,0.0000,0,0,0
86,2.585345,active,1,213.686,198.726,74.885,1.0000,1,1.990,0,0,217.609,180.794,18.356,13,19,2,dormant,0,0,,3.153754,0,0,0,-1.0205,1.8439,0.0000,0,0,0
87,2.615407,active,1,214.113,198.940,74.228,1.0000,1,1.990,0,0,217.846,180.517,18.798,13,19,2,dormant,0,0,,3.153754,0,0,0,-1.1228,2.3077,0.0000,1,0,0
88,2.645470,active,1,213.592,198.904,73.822,1.0000,1,1.990,0,0,217.506,180.683,18.636,14,19,2,dormant,0,0,,3.035934,0,0,0,-1.2720,1.5017,0.0000,0,0,0
89,2.675532,active,1,208.502,196.929,73.074,1.0000,1,1.990,0,0,217.652,180.682,18.647,14,20,2,dormant,0,0,,2.685982,0,0,0,-1.5381,0.8338,0.0000,0,0,0
90,2.705594,active,1,206.438,194.687,72.745,1.0000,1,1.990,0,0,217.559,180.698,17.871,15,21,2,dormant,0,0,,2.830190,0,0,0,-2.0132,1.6617,0.0000,0,0,0
91,2.735656,active,1,209.570,198.950,68.687,1.0000,1,1.990,0,0,217.534,180.518,20.079,15,21,2,dormant,0,0,,2.882885,0,0,0,-2.4193,2.0753,0.0000,0,0,0
92,2.765718,active,1,205.020,197.246,69.278,1.0000,1,1.990,0,0,217.572,180.448,20.969,14,21,2,dormant,0,0,,2.663358,0,0,0,-3.1557,2.2296,0.0000,0,0,0
93,2.795780,active,1,203.647,197.623,68.194,1.0000,1,1.990,0,0,217.589,180.232,22.289,15,21,2,dormant,0,0,,2.950965,0,0,0,-2.2427,1.8166,0.0000,0,0,0
94,2.825842,active,1,197.846,195.890,66.865,1.0000,1,1.990,0,0,217.685,180.359,25.196,15,21,3,dormant,0,0,,3.173432,0,0,0,-2.1905,1.6900,0.0000,0,0,0
95,2.855905,active,1,196.227,194.325,64.425,1.0000,1,1.990,0,0,217.651,180.297,25.608,15,21,3,dormant,0,0,,3.212810,0,0,0,-2.1321,2.0244,0.0000,0,0,0
96,2.885967,active,1,193.654,195.550,62.964,1.0000,1,1.990,0,0,217.706,180.269,28.496,15,21,3,dormant,0,0,,3.062740,0,0,0,-2.2364,1.6506,0.0000,0,0,0
97,2.916029,active,1,191.153,192.247,62.941,1.0000,1,1.990,0,0,209.606,180.242,22.014,15,21,3,dormant,0,0,,3.169305,0,0,0,-2.6995,1.4563,0.0000,0,0,0
98,2.946091,active,1,187.378,188.942,63.205,1.0000,1,1.990,0,0,206.890,180.571,21.232,15,20,3,dormant,0,0,,3.180857,0,0,0,-3.2922,1.6653,0.0000,0,0,0
99,2.976153,active,1,188.482,188.693,61.529,1.0000,1,1.990,0,0,203.331,179.120,17.668,16,20,3,dormant,0,0,,3.181929,0,0,0,-2.4646,1.4433,0.0000,0,0,0
100,3.006215,active,1,184.763,187.169,61.978,1.0000,1,1.990,0,0,201.116,179.112,18.230,16,19,4,dormant,0,0,,1.728613,0,0,0,-2.4890,1.9018,0.0000,0,0,0
101,3.036277,active,1,178.655,185.240,64.637,1.0000,1,1.990,0,0,198.222,178.288,20.765,17,20,4,dormant,0,0,,2.454414,0,0,0,-2.6615,1.7117,0.0000,0,0,0
102,3.066340,active,1,178.357,182.862,65.402,1.0000,1,1.990,0,0,192.610,176.625,15.558,17,20,4,dormant,0,0,,2.950280,0,0,0,-2.7316,1.5965,0.0000,0,0,0
103,3.096402,active,1,178.259,181.263,65.072,1.0000,1,1.990,0,0,187.858,174.387,11.807,18,20,4,dormant,0,0,,2.792996,0,0,0,-2.6084,1.9252,0.0000,0,0,0
104,3.126464,active,1,175.967,177.597,65.717,1.0000,1,1.990,0,0,184.460,172.568,9.870,18,20,4,dormant,0,0,,3.271088,0,0,0,-2.9277,1.0949,0.0000,0,0,0
105,3.156526,active,1,174.613,176.091,63.918,1.0000,1,1.990,0,0,184.312,172.586,10.313,18,19,4,dormant,0,0,,3.104225,0,0,0,-3.2527,1.2241,0.0000,0,0,0
106,3.186588,active,1,173.314,176.502,64.943,1.0000,1,1.990,0,0,183.008,172.815,10.371,18,19,4,dormant,0,0,,3.200356,0,0,0,-2.5508,0.6113,0.0000,0,0,0
107,3.216650,active,1,172.802,170.896,67.354,1.0000,1,1.990,0,0,180.945,171.935,8.209,18,19,4,dormant,0,0,,2.823105,0,0,0,-2.7129,1.0336,0.0000,0,0,0
108,3.246713,active,28,185.680,92.031,46.492,1.0000,1,1.947,0,0,179.397,170.549,78.769,18,19,4,dormant,0,0,,2.613598,0,0,0,-2.1924,0.7541,0.0000,0,0,1
109,3.276775,active,28,185.109,92.833,48.875,0.8607,1,2.374,1,1,179.277,166.665,74.062,17,19,4,dormant,0,0,1,2.194748,0,0,0,-2.8066,1.5014,0.0000,0,0,0
110,3.306837,active,28,185.006,92.852,48.651,0.7408,1,2.804,2,1,177.473,162.703,70.256,17,18,5,dormant,0,0,1,2.139971,0,0,0,-2.8282,0.9442,0.0000,0,0,0
111,3.336899,active,1,164.397,167.185,69.973,1.0000,1,1.990,0,0,176.755,160.764,13.926,18,19,6,dormant,0,0,,2.581633,1,0,0,-3.2341,0.8502,0.0000,0,0,1
112,3.366961,active,1,164.703,164.128,70.511,1.0000,1,1.990,0,0,176.181,158.488,12.789,19,20,9,dormant,0,0,,3.166947,0,0,0,-2.7143,1.5322,0.0000,0,0,0
113,3.397023,active,1,161.984,160.583,70.505,1.0000,1,1.990,0,0,176.339,156.088,15.043,18,20,10,dormant,0,0,,2.984981,0,0,0,-3.1032,0.6699,0.0000,0,0,0
114,3.427085,active,1,156.695,157.839,69.987,1.0000,1,1.990,0,0,176.170,155.952,19.566,18,20,10,dormant,0,0,,3.552016,0,0,0,-3.7332,0.4816,0.0000,0,0,0
115,3.457148,active,1,155.886,154.553,69.475,1.0000,1,1.990,0,0,176.025,156.019,20.192,18,20,10,dormant,0,0,,3.719559,0,0,0,-3.6324,1.0649,0.0000,0,0,0
116,3.487210,active,1,157.653,151.030,72.228,1.0000,1,1.990,0,0,175.610,155.979,18.626,18,20,10,dormant,0,0,,3.887638,0,0,0,-2.8392,0.7791,0.0000,0,0,0
117,3.517272,active,1,194.577,151.454,87.889,1.0000,1,1.990,0,0,175.763,155.942,19.342,17,20,11,dormant,0,0,,3.614979,0,0,0,-2.8064,0.3625,0.0000,0,0,0
118,3.547334,active,1,189.405,148.830,86.919,1.0000,1,1.990,0,0,176.011,155.984,15.184,17,20,11,dormant,0,0,,2.090618,0,0,0,-3.9370,0.4201,0.0000,0,0,0
119,3.577396,active,1,189.915,148.753,85.277,1.0000,1,1.990,0,0,175.861,156.043,15.832,17,20,10,dormant,0,0,,2.161077,0,0,0,-3.0288,0.4073,0.0000,0,0,0
120,3.607458,active,1,186.635,147.986,84.758,1.0000,1,1.990,0,0,175.859,155.857,13.344,17,20,10,dormant,0,0,,3.662577,0,0,0,-3.2530,0.3433,0.0000,0,0,0
121,3.637521,active,1,185.320,146.745,83.276,1.0000,1,1.990,0,0,175.913,155.995,13.194,17,20,10,dormant,0,0,,3.217535,0,0,0,-2.9907,0.6559,0.0000,0,0,0
122,3.667583,active,1,183.239,149.283,81.881,1.0000,1,1.990,0,0,175.910,156.086,10.000,17,21,10,dormant,0,0,,3.950685,0,0,0,-2.9849,0.6092,0.0000,0,0,0
123,3.697645,active,1,181.367,149.654,81.948,1.0000,1,1.990,0,0,175.722,156.276,8.702,17,21,10,dormant,0,0,,3.605963,0,0,0,-2.9442,0.0840,0.0000,0,0,0
124,3.727707,active,1,179.602,148.814,82.043,1.0000,1,1.990,0,0,174.086,150.648,5.813,18,22,10,dormant,0,0,,3.573015,0,0,0,-2.1673,0.1056,0.0000,0,0,0
125,3.757769,active,1,180.182,146.966,81.477,1.0000,1,1.990,0,0,171.594,143.356,9.316,18,22,10,dormant,0,0,,3.637325,0,0,0,-4.2086,0.0758,0.0000,0,0,0
126,3.787831,active,1,178.272,148.324,80.064,1.0000,1,1.990,0,0,167.415,139.271,14.136,16,22,10,dormant,0,0,,3.675141,0,0,0,-3.8992,0.1039,0.0000,0,0,0
127,3.817893,active,1,172.145,147.424,78.232,1.0000,1,1.990,0,0,165.943,136.476,12.582,15,22,9,dormant,0,0,,3.814529,0,0,0,-3.6147,0.0718,0.0000,0,0,0
128,3.847956,active,1,168.387,143.319,78.090,1.0000,1,1.990,0,0,163.656,132.520,11.790,15,22,9,dormant,0,0,,4.345744,0,0,0,-2.7232,0.1698,0.0000,0,0,0
129,3.878018,active,1,165.121,141.277,78.584,1.0000,1,1.990,0,0,161.215,124.164,17.553,15,21,10,dormant,0,0,,4.313257,0,0,0,-3.5378,-0.0905,0.0000,0,0,0
130,3.908080,active,1,162.763,138.758,79.185,1.0000,1,1.990,0,0,159.324,118.679,20.372,16,21,10,dormant,0,0,,4.309403,0,0,0,-3.5419,-0.0870,0.0000,0,0,0
131,3.938142,active,1,160.105,136.366,79.363,1.0000,1,1.990,0,0,159.260,115.290,21.093,15,21,10,dormant,0,0,,4.426997,0,0,0,-3.4696,-0.2188,0.0000,0,0,0
132,3.968204,active,1,156.175,133.431,81.467,1.0000,1,1.990,0,0,159.044,113.325,20.310,15,21,10,dormant,0,0,,3.753917,0,0,0,-3.1970,-0.3935,0.0000,0,0,0
133,3.998266,active,1,153.800,133.346,81.316,1.0000,1,1.990,0,0,159.089,111.530,22.448,16,22,10,dormant,0,0,,2.626797,0,0,0,-3.5874,-0.2697,0.0000,0,0,0
134,4.028329,active,1,149.944,132.612,80.686,1.0000,1,1.990,0,0,159.388,108.641,25.765,16,22,10,dormant,0,0,,3.150248,0,0,0,-3.9195,-0.4625,0.0000,0,0,0
135,4.058391,active,1,145.519,129.349,80.151,1.0000,1,1.990,0,0,159.022,105.767,27.174,16,22,10,dormant,0,0,,2.636639,0,0,0,-4.3781,-1.1394,0.0000,0,0,0
136,4.088453,active,1,142.947,128.798,81.147,1.0000,1,1.990,0,0,159.553,102.541,31.067,16,22,9,dormant,0,0,,1.939178,0,0,0,-3.8884,-0.7244,0.0000,0,0,0
137,4.118515,active,1,140.574,126.202,81.069,1.0000,1,1.990,0,0,157.794,101.469,30.136,15,21,8,dormant,0,0,,1.770544,0,0,0,-3.8815,-1.3830,0.0000,0,0,0
138,4.148577,active,1,140.610,126.411,81.960,1.0000,1,1.990,0,0,155.896,100.586,30.010,16,21,7,dormant,0,0,,2.374636,0,0,0,-3.6410,-0.6868,0.0000,0,0,0
