frame,timestamp,evaluation_phase,target_id,pred_x,pred_y,radius,confidence,actionable,position_uncertainty_px,lost_frames,predicted_only,gt_x,gt_y,error_px,detection_count,track_count,hypothesis_count,bg_registry_state,bg_certified_count,stale_recovery_committed,recovery_active,collective_promoted,collective_dx,collective_dy,collective_rotation_deg,white_active,identity_window_active,identity_switched
337,10.128743,active,42,213.442,56.924,61.957,1.0000,1,1.990,0,0,205.097,70.516,15.949,13,17,11,dormant,0,0,0,0,-1.4636,1.9582,0.0000,0,0,0
338,10.158799,active,42,214.085,54.936,61.334,1.0000,1,1.990,0,0,205.188,67.486,15.384,13,16,11,dormant,0,0,0,0,-1.8898,1.8137,0.0000,0,0,0
339,10.188855,active,42,214.430,54.963,62.147,1.0000,1,1.990,0,0,205.348,64.534,13.194,13,15,11,dormant,0,0,0,0,-1.2788,1.6014,0.0000,0,0,0
340,10.218910,active,42,214.346,56.554,63.526,1.0000,1,1.990,0,0,203.523,60.583,11.549,14,16,11,dormant,0,0,0,0,-1.2913,1.7203,0.0000,0,0,0
341,10.248966,active,42,212.781,55.457,62.513,1.0000,1,1.990,0,0,203.159,57.334,9.804,13,16,11,dormant,0,0,0,0,-1.5341,1.9952,0.0000,0,0,0
342,10.279022,active,42,212.316,59.083,62.435,1.0000,1,1.990,0,0,203.322,54.540,10.076,13,16,11,dormant,0,0,0,0,-1.8857,2.4535,0.0000,0,0,0
343,10.309077,active,42,211.934,58.644,64.305,1.0000,1,1.990,0,0,203.650,50.143,11.870,15,17,12,dormant,0,0,0,0,-1.9275,1.9831,0.0000,0,0,0
344,10.339133,active,42,210.652,57.808,64.116,1.0000,1,1.990,0,0,203.293,45.900,13.999,15,17,12,dormant,0,0,0,0,-1.7602,1.5752,0.0000,0,0,0
345,10.369188,active,42,210.302,60.028,65.382,1.0000,1,1.990,0,0,202.993,44.101,17.524,15,18,12,dormant,0,0,0,0,-2.1426,1.4680,0.0000,0,0,0
346,10.399244,active,42,210.147,61.183,64.379,1.0000,1,1.990,0,0,203.193,43.397,19.097,16,18,12,dormant,0,0,0,0,-2.5943,1.3670,0.0000,0,0,0
347,10.429300,active,42,206.984,64.574,65.025,1.0000,1,1.990,0,0,203.510,43.686,21.176,15,18,12,dormant,0,0,0,0,-2.5205,1.9861,0.0000,0,0,0
348,10.459355,active,42,202.095,64.154,65.323,1.0000,1,1.990,0,0,204.008,43.523,20.719,15,17,12,dormant,0,0,0,0,-2.4722,1.5820,0.0000,0,0,0
349,10.489411,active,42,201.551,65.192,64.631,1.0000,1,1.990,0,0,204.023,43.623,21.711,15,17,12,dormant,0,0,0,0,-2.4932,1.5315,0.0000,0,0,0
350,10.519467,active,42,201.719,66.036,65.152,1.0000,1,1.990,0,0,203.443,43.452,22.650,15,17,12,dormant,0,0,0,0,-3.4395,0.9676,0.0000,0,0,0
351,10.549522,active,42,199.055,67.370,66.533,1.0000,1,1.990,0,0,204.071,43.289,24.598,15,17,12,dormant,0,0,0,0,-2.6061,1.2239,0.0000,0,0,0
352,10.579578,active,42,196.989,66.272,67.470,1.0000,1,1.990,0,0,204.145,43.418,23.948,15,17,12,dormant,0,0,0,0,-2.4888,1.6501,0.0000,0,0,0
353,10.609633,active,42,197.710,68.976,67.279,1.0000,1,1.990,0,0,204.198,43.361,26.424,17,19,12,dormant,0,0,0,0,-3.1142,1.4082,0.0000,0,0,0
354,10.639689,active,42,196.611,68.917,68.624,1.0000,1,1.990,0,0,203.935,43.669,26.288,17,18,12,dormant,0,0,0,0,-2.7263,1.8072,0.0000,0,0,0
355,10.669745,active,42,195.953,70.503,68.001,1.0000,1,1.990,0,0,203.820,43.448,28.175,17,18,12,dormant,0,0,0,0,-2.8381,1.7416,0.0000,0,0,0
356,10.699800,active,42,194.899,72.543,68.812,1.0000,1,1.990,0,0,204.126,43.331,30.635,17,18,12,dormant,0,0,0,0,-3.1648,1.2333,0.0000,0,0,0
357,10.729856,active,42,193.060,73.473,69.500,1.0000,1,1.990,0,0,203.671,43.704,31.603,17,18,11,dormant,0,0,0,0,-2.9337,1.3486,0.0000,0,0,0
358,10.759911,active,42,191.545,75.262,69.824,1.0000,1,1.990,0,0,203.774,43.724,33.826,17,18,11,dormant,0,0,0,0,-2.8371,1.6755,0.0000,0,0,0
359,10.789967,active,42,191.417,76.858,69.507,1.0000,1,1.990,0,0,203.015,44.524,34.351,18,18,12,dormant,0,0,0,0,-2.4774,1.5145,0.0000,0,0,0
360,10.820023,active,42,187.148,78.151,70.706,1.0000,1,1.990,0,0,202.940,44.280,37.372,17,18,12,dormant,0,0,0,0,-2.8301,0.8375,0.0000,0,0,0
361,10.850078,active,42,188.790,77.931,69.490,1.0000,1,1.990,0,0,201.510,47.582,32.907,17,18,12,dormant,0,0,0,0,-2.6434,0.9050,0.0000,0,0,0
362,10.880134,active,42,187.753,77.177,68.553,1.0000,1,1.990,0,0,200.340,47.840,31.923,18,18,12,dormant,0,0,0,0,-3.1645,0.6946,0.0000,0,0,0
363,10.910190,active,42,189.566,77.504,68.004,1.0000,1,1.990,0,0,199.868,48.516,30.764,17,18,12,dormant,0,0,0,0,-2.7443,0.6843,0.0000,0,0,0
364,10.940245,active,42,188.673,81.284,69.089,1.0000,1,1.990,0,0,197.625,50.316,32.236,17,18,12,dormant,0,0,0,0,-2.6424,0.9119,0.0000,0,0,0
365,10.970301,active,42,186.406,81.394,70.341,1.0000,1,1.990,0,0,194.271,53.476,29.004,17,18,12,dormant,0,0,0,0,-4.3818,0.7816,0.0000,0,0,0
366,11.000356,active,42,186.891,81.618,71.157,1.0000,1,1.990,0,0,189.255,56.540,25.189,18,19,12,dormant,0,0,0,0,-4.0673,0.4318,0.0000,0,0,0
367,11.030412,active,42,186.451,84.108,69.576,1.0000,1,1.990,0,0,183.180,62.909,21.451,17,19,12,dormant,0,0,0,0,-3.8172,0.5073,0.0000,0,0,0
368,11.060468,active,42,186.120,84.833,68.652,1.0000,1,1.990,0,0,177.401,67.158,19.709,18,20,12,dormant,0,0,0,0,-3.4714,0.3516,0.0000,0,0,0
369,11.090523,active,42,183.899,85.632,66.657,1.0000,1,1.990,0,0,174.332,70.478,17.921,17,20,12,dormant,0,0,0,0,-2.9585,0.6202,0.0000,0,0,0
370,11.120579,active,42,176.107,84.516,61.224,1.0000,1,1.990,0,0,171.186,74.282,11.356,18,20,12,dormant,0,0,0,0,-3.5203,0.4822,0.0000,0,0,0
371,11.150635,active,42,169.661,89.561,55.730,1.0000,1,1.990,0,0,171.007,75.950,13.677,18,20,12,dormant,0,0,0,0,-3.7703,0.3688,0.0000,0,0,0
372,11.180690,active,42,188.197,89.253,63.271,1.0000,1,1.990,0,0,171.110,78.038,20.439,18,20,12,dormant,0,0,0,0,-3.7511,0.3480,0.0000,0,0,0
373,11.210746,active,42,192.595,90.985,65.777,1.0000,1,1.990,0,0,170.395,78.666,25.389,18,20,11,dormant,0,0,0,0,-2.7819,0.1517,0.0000,0,0,0
374,11.240801,active,42,193.274,91.515,65.619,1.0000,1,1.990,0,0,169.963,80.720,25.689,18,20,11,dormant,0,0,0,0,-2.4963,0.0199,0.0000,0,0,0
375,11.270857,active,42,194.844,91.506,65.503,1.0000,1,1.990,0,0,169.944,80.789,27.108,19,20,11,dormant,0,0,0,0,-2.9998,-0.0046,0.0000,0,0,0
376,11.300913,active,42,183.263,92.265,59.563,1.0000,1,1.990,0,0,170.109,82.034,16.665,18,20,11,dormant,0,0,0,0,-3.7533,-0.0428,0.0000,0,0,0
377,11.330968,active,42,189.046,93.508,62.455,1.0000,1,1.990,0,0,170.210,84.710,20.790,18,20,11,dormant,0,0,0,0,-3.4423,0.0820,0.0000,0,0,0
378,11.361024,active,42,194.548,96.379,62.677,1.0000,1,1.990,0,0,169.871,86.567,26.557,18,20,11,dormant,0,0,0,0,-2.5685,0.0533,0.0000,0,0,0
379,11.391079,active,42,190.182,96.356,62.235,0.8607,1,2.431,1,1,170.004,88.693,21.584,16,20,11,dormant,0,0,0,0,-3.3061,0.0951,0.0000,0,0,0
380,11.421135,active,42,190.395,97.409,62.033,0.7408,1,2.873,2,1,169.767,88.817,22.346,16,20,11,dormant,0,0,0,0,-3.7660,-0.2657,0.0000,0,0,0
381,11.451191,active,42,190.608,98.461,61.832,0.6376,1,3.321,3,1,169.941,88.714,22.850,17,21,11,dormant,0,0,0,0,-2.9066,-0.1599,0.0000,0,0,0
382,11.481246,active,42,190.821,99.514,61.630,0.5488,1,3.777,4,1,169.992,89.571,23.080,17,21,11,dormant,0,0,0,0,-3.1742,-0.1897,0.0000,0,0,0
383,11.511302,active,42,219.159,135.280,57.878,1.0000,1,2.683,0,0,169.754,91.718,65.867,18,20,11,dormant,0,0,0,0,-3.9731,-0.0778,0.0000,0,0,0
384,11.541358,active,42,218.280,135.686,56.893,1.0000,1,2.310,0,0,171.620,94.502,62.236,18,20,11,dormant,0,0,0,0,-3.8680,-0.0548,0.0000,0,0,0
385,11.571413,active,42,198.685,135.322,65.454,1.0000,1,2.141,0,0,177.110,97.256,43.755,16,20,11,dormant,0,0,0,0,-3.6273,-0.4734,0.0000,0,0,0
386,11.601469,active,42,209.440,137.172,62.155,1.0000,1,2.059,0,0,181.385,102.674,44.465,18,21,11,dormant,0,0,0,0,-4.1960,-0.4058,0.0000,0,0,0
387,11.631524,active,42,215.586,136.047,59.206,1.0000,1,2.020,0,0,184.878,106.371,42.704,17,22,11,dormant,0,0,0,0,-4.8452,-0.3478,0.0000,0,0,0
388,11.661580,active,42,219.905,135.396,56.843,1.0000,1,2.002,0,0,191.766,112.354,36.369,16,22,11,dormant,0,0,0,0,-3.8857,-0.3839,0.0000,0,0,0
389,11.691636,active,42,216.798,135.590,57.624,1.0000,1,1.994,0,0,197.927,118.763,25.283,16,22,10,dormant,0,0,0,0,-3.9215,-0.5047,0.0000,0,0,0
390,11.721691,active,42,214.066,138.621,57.693,1.0000,1,1.991,0,0,200.974,123.831,19.752,16,22,10,dormant,0,0,0,0,-3.7793,-0.7452,0.0000,0,0,0
391,11.751747,active,42,213.061,151.603,62.556,1.0000,1,1.990,0,0,203.681,129.660,23.864,15,22,10,dormant,0,0,0,0,-3.6632,-0.8518,0.0000,0,0,0
392,11.781803,active,42,211.085,150.836,62.569,1.0000,1,1.990,0,0,207.038,133.764,17.544,16,22,10,dormant,0,0,0,0,-3.2301,-0.8412,0.0000,0,0,0
393,11.811858,active,42,213.140,146.961,61.931,1.0000,1,1.991,0,0,207.669,137.216,11.176,16,21,10,dormant,0,0,0,0,-3.8227,-0.6363,0.0000,0,0,0
394,11.841914,active,42,209.375,145.641,61.208,1.0000,1,1.991,0,0,208.007,139.746,6.051,16,21,10,dormant,0,0,0,0,-3.6860,-0.4461,0.0000,0,0,0
395,11.871969,active,42,214.948,153.407,60.755,0.8607,1,2.433,1,1,207.489,139.848,15.475,15,21,10,dormant,0,0,0,0,-2.7902,-0.9954,0.0000,0,0,0
396,11.902025,active,42,215.488,143.781,59.709,1.0000,1,2.213,0,0,207.702,139.674,8.802,16,21,11,dormant,0,0,0,0,-3.0652,-0.5721,0.0000,0,0,0
397,11.932081,active,42,216.769,160.187,55.180,1.0000,1,2.104,0,0,207.734,140.503,21.659,16,20,11,dormant,0,0,0,0,-3.3073,-0.9485,0.0000,0,0,0
398,11.962136,active,42,217.051,157.331,56.187,1.0000,1,2.048,0,0,207.564,140.480,19.338,16,19,10,dormant,0,0,0,0,-3.3232,-1.1826,0.0000,0,0,0
399,11.992192,active,42,217.333,158.320,57.430,1.0000,1,2.019,0,0,207.623,140.562,20.240,16,19,9,dormant,0,0,0,0,-2.4258,-1.3769,0.0000,0,0,0
400,12.022247,active,42,217.270,148.602,62.859,1.0000,1,2.004,0,0,207.386,141.301,12.288,16,18,9,dormant,0,0,0,0,-3.1135,-1.6821,0.0000,0,0,0
401,12.052303,active,42,221.721,148.523,65.847,1.0000,1,1.996,0,0,207.427,141.260,16.034,16,18,9,dormant,0,0,0,0,-2.8259,-1.4931,0.0000,0,0,0
402,12.082359,active,42,219.344,148.531,64.637,1.0000,1,1.993,0,0,207.648,141.065,13.876,16,18,9,dormant,0,0,0,0,-2.9192,-1.3139,0.0000,0,0,0
403,12.112414,active,42,220.289,150.997,64.190,1.0000,1,1.991,0,0,207.595,141.022,16.145,16,18,9,dormant,0,0,0,0,-2.9020,-1.2714,0.0000,0,0,0
404,12.142470,active,42,228.290,151.603,66.294,1.0000,1,1.990,0,0,207.833,141.141,22.977,16,18,9,dormant,0,0,0,0,-2.7131,-1.5671,0.0000,0,0,0
405,12.172526,active,42,226.472,152.480,65.941,1.0000,1,1.990,0,0,207.655,141.293,21.892,16,17,9,dormant,0,0,0,0,-2.2225,-1.7022,0.0000,0,0,0
406,12.202581,active,42,229.146,153.146,66.512,1.0000,1,1.990,0,0,207.615,141.192,24.627,17,17,11,dormant,0,0,0,0,-1.9548,-1.6075,0.0000,0,0,0
407,12.232637,active,42,229.938,153.644,67.238,1.0000,1,1.990,0,0,207.511,141.124,25.684,16,17,11,dormant,0,0,0,0,-2.5550,-1.4393,0.0000,0,0,0
408,12.262692,done,42,229.797,157.876,65.673,1.0000,1,1.990,0,0,207.439,141.454,,17,17,11,dormant,0,0,0,0,-2.3233,-1.4369,0.0000,0,0,0
409,12.292748,done,42,230.305,161.360,65.586,1.0000,1,1.990,0,0,207.358,141.409,,16,17,11,dormant,0,0,0,0,-2.2307,-1.7233,0.0000,0,0,0
410,12.322804,done,42,242.338,161.132,66.282,1.0000,1,1.990,0,0,207.408,142.394,,16,17,11,dormant,0,0,0,0,-2.1453,-1.6016,0.0000,0,0,0
411,12.352859,done,42,244.288,160.217,66.734,1.0000,1,1.990,0,0,207.797,144.387,,16,17,11,dormant,0,0,0,0,-1.9096,-1.8653,0.0000,0,0,0
412,12.382915,done,42,236.277,159.043,62.213,1.0000,1,1.990,0,0,207.991,145.847,,15,17,11,dormant,0,0,0,0,-1.8311,-1.7718,0.0000,0,0,0
413,12.412971,done,42,223.463,159.813,55.507,1.0000,1,1.990,0,0,209.668,148.086,,15,17,11,dormant,0,0,0,0,-1.8673,-2.0647,0.0000,0,0,0
414,12.443026,done,42,236.212,163.784,62.536,1.0000,1,1.990,0,0,213.595,153.492,,13,17,11,dormant,0,0,0,0,-2.0168,-1.2575,0.0000,0,0,0
415,12.473082,done,42,233.040,160.696,61.995,1.0000,1,1.990,0,0,220.920,159.474,,14,17,11,dormant,0,0,0,0,-1.7565,-1.8300,0.0000,0,0,0
416,12.503137,done,42,231.858,162.188,63.549,1.0000,1,1.990,0,0,224.994,162.293,,13,17,12,dormant,0,0,0,0,-1.5649,-2.1396,0.0000,0,0,0
417,12.533193,done,42,233.313,166.865,66.702,1.0000,1,1.990,0,0,227.549,165.110,,12,17,12,dormant,0,0,0,0,-1.2888,-1.7457,0.0000,0,0,0
418,12.563249,done,42,232.537,167.126,66.868,1.0000,1,1.990,0,0,231.502,167.164,,13,17,12,dormant,0,0,0,0,-1.1419,-1.9790,0.0000,0,0,0
419,12.593304,done,42,231.069,165.099,65.519,1.0000,1,1.990,0,0,234.169,168.309,,14,18,11,dormant,0,0,0,0,-1.3912,-2.0122,0.0000,0,0,0
420,12.623360,done,42,232.458,163.603,65.577,1.0000,1,1.990,0,0,234.096,168.437,,15,19,12,dormant,0,0,0,0,-1.1395,-2.0809,0.0000,0,0,0
421,12.653415,done,42,233.701,163.248,65.876,1.0000,1,1.990,0,0,233.949,168.282,,14,19,12,dormant,0,0,0,0,-0.8363,-2.1234,0.0000,0,0,0
422,12.683471,done,42,233.434,163.132,66.544,1.0000,1,1.990,0,0,233.820,168.048,,14,19,12,dormant,0,0,0,0,-0.6856,-2.5400,0.0000,0,0,0
423,12.713527,done,42,232.679,161.605,66.549,1.0000,1,1.990,0,0,234.839,168.036,,14,19,12,dormant,0,0,0,0,-0.7338,-1.9978,0.0000,0,0,0
424,12.743582,done,42,233.178,160.415,66.550,1.0000,1,1.990,0,0,234.735,167.907,,14,19,12,dormant,0,0,0,0,-0.5793,-2.2033,0.0000,0,0,0
425,12.773638,done,42,233.309,158.884,67.028,1.0000,1,1.990,0,0,234.641,168.023,,15,20,12,dormant,0,0,0,0,-0.5716,-1.9399,0.0000,0,0,0
426,12.803694,done,42,238.122,158.419,68.573,1.0000,1,1.990,0,0,235.635,168.394,,15,20,11,dormant,0,0,0,0,-0.1191,-1.7281,0.0000,0,0,0
427,12.833749,done,42,237.900,156.605,66.569,1.0000,1,1.990,0,0,235.688,167.632,,14,20,10,dormant,0,0,0,0,-0.3428,-2.9649,0.0000,0,0,0
428,12.863805,done,42,239.166,155.180,66.626,1.0000,1,1.990,0,0,235.948,167.507,,14,20,10,dormant,0,0,0,0,-0.2221,-2.5364,0.0000,0,0,0
429,12.893860,done,42,239.480,153.858,67.114,1.0000,1,1.990,0,0,235.486,166.290,,14,19,10,dormant,0,0,0,0,0.0925,-2.5408,0.0000,0,0,0
430,12.923916,done,42,239.435,153.295,67.787,1.0000,1,1.990,0,0,235.595,166.506,,14,19,10,dormant,0,0,0,0,-0.0196,-2.0539,0.0000,0,0,0
431,12.953972,done,42,238.552,151.926,68.169,1.0000,1,1.990,0,0,237.651,163.530,,14,19,10,dormant,0,0,0,0,-0.1701,-2.1119,0.0000,0,0,0
432,12.984027,done,63,480.955,271.816,65.740,1.0000,1,1.990,0,0,237.472,161.388,,15,19,10,dormant,0,0,0,0,0.0575,-1.9802,0.0000,0,0,1
433,13.014083,done,63,480.217,279.681,57.470,1.0000,1,1.990,0,0,237.530,160.650,,16,20,10,dormant,0,0,0,0,0.1662,-2.1072,0.0000,0,0,0
434,13.044139,done,63,476.560,270.563,62.648,0.8607,1,2.431,1,1,237.778,158.443,,15,19,10,dormant,0,0,0,0,0.4862,-2.3311,0.0000,0,0,0
435,13.074194,done,63,475.770,268.447,62.296,0.7408,1,2.873,2,1,237.940,158.339,,15,19,10,dormant,0,0,0,0,0.6103,-3.1127,0.0000,0,0,0
436,13.104250,done,63,474.980,266.331,61.945,0.6376,1,3.321,3,1,238.051,158.418,,15,18,10,dormant,0,0,0,0,0.4780,-1.7286,0.0000,0,0,0
437,13.134305,done,63,474.190,264.215,61.593,0.5488,1,3.777,4,1,237.972,158.234,,17,19,10,dormant,0,0,0,0,0.8016,-2.7404,0.0000,0,0,0
438,13.164361,done,63,473.400,262.099,61.242,0.4724,1,4.243,5,1,238.539,157.456,,16,19,11,dormant,0,0,0,0,0.6854,-2.6174,0.0000,0,0,0
439,13.194417,done,42,234.946,147.326,66.334,1.0000,1,1.990,0,0,238.026,157.336,,16,20,11,dormant,0,0,0,0,0.8572,-1.8465,0.0000,0,0,1
440,13.224472,done,42,234.815,145.753,66.832,1.0000,1,1.990,0,0,238.259,157.213,,16,20,11,dormant,0,0,0,0,0.9366,-1.8197,0.0000,0,0,0
441,13.254528,done,42,236.113,148.490,66.787,1.0000,1,1.990,0,0,251.692,161.239,,16,19,11,dormant,0,0,0,0,1.4732,-2.2730,0.0000,0,0,0
442,13.284583,done,42,238.019,146.809,67.481,1.0000,1,1.990,0,0,261.305,164.650,,16,19,11,dormant,0,0,0,0,1.5817,-2.1834,0.0000,0,0,0
443,13.314639,done,42,238.090,146.312,67.848,1.0000,1,1.990,0,0,260.997,164.798,,16,19,11,dormant,0,0,0,0,1.4644,-2.1465,0.0000,0,0,0
444,13.344695,done,42,237.112,145.121,67.573,0.8607,1,2.431,1,1,,,,2,20,12,dormant,0,0,0,0,1.4644,-2.1465,0.0000,0,0,0
445,13.374750,done,42,237.184,144.669,67.650,0.7408,1,2.873,2,1,,,,1,21,12,dormant,0,0,0,0,1.4644,-2.1465,0.0000,0,0,0
446,13.404806,done,42,237.256,144.218,67.727,0.6376,1,3.321,3,1,,,,2,21,12,dormant,0,0,0,0,-0.2027,1.5588,0.0000,0,0,0
447,13.434862,done,42,237.327,143.767,67.803,0.5488,1,3.777,4,1,,,,0,21,12,dormant,0,0,0,0,-0.2027,1.5588,0.0000,0,0,0
448,13.464917,done,42,237.399,143.315,67.880,0.4724,1,4.243,5,1,,,,1,21,12,dormant,0,0,0,0,0.1888,-0.1579,0.0000,0,0,0
449,13.494973,done,42,237.471,142.864,67.957,0.4066,1,4.721,6,1,,,,0,21,12,dormant,0,0,0,0,0.1888,-0.1579,0.0000,0,0,0
450,13.525028,done,42,237.542,142.413,68.033,0.3499,1,5.209,7,1,,,,1,21,12,dormant,0,0,0,0,-0.1379,-0.0852,0.0000,0,0,0
451,13.555084,done,42,237.614,141.961,68.110,0.3012,1,5.710,8,1,,,,1,21,12,dormant,0,0,0,0,0.3295,-0.1947,0.0000,0,0,0
452,13.585140,done,42,237.686,141.510,68.187,0.2592,1,6.222,9,1,,,,2,21,12,dormant,0,0,0,0,0.3589,-1.2514,0.0000,0,0,0
453,13.615195,done,42,237.758,141.059,68.263,0.2231,1,6.745,10,1,,,,2,21,12,dormant,0,0,0,0,0.3092,-0.2795,0.0000,0,0,0
454,13.645251,done,42,237.829,140.607,68.340,0.1920,1,7.281,11,1,,,,2,20,12,dormant,0,0,0,0,0.1493,0.2815,0.0000,0,0,0
455,13.675307,done,42,237.901,140.156,68.417,0.1653,1,7.828,12,1,,,,2,20,12,dormant,0,0,0,0,0.8484,-0.1523,0.0000,0,0,0
456,13.705362,done,42,237.973,139.704,68.493,0.1423,1,8.386,13,1,,,,2,20,12,dormant,0,0,0,0,-0.1123,0.8132,0.0000,0,0,0
457,13.735418,done,42,238.044,139.253,68.570,0.1225,1,8.956,14,1,,,,3,20,12,dormant,0,0,0,0,0.0999,0.2919,0.0000,0,0,0
458,13.765473,done,77,587.637,372.026,54.248,1.0000,1,1.982,0,0,,,,4,19,4,dormant,0,0,0,0,-0.4602,0.1471,0.0000,0,0,1
459,13.795529,done,77,590.250,372.530,54.892,0.8607,1,2.421,1,1,,,,2,19,3,dormant,0,0,0,0,-0.0476,-0.2147,0.0000,0,0,0
460,13.825585,done,77,590.126,372.408,54.820,0.7408,1,2.864,2,1,,,,2,18,3,dormant,0,0,0,0,-0.1355,0.1463,0.0000,0,0,0
461,13.855640,done,77,604.973,372.854,61.255,1.0000,1,2.394,0,0,,,,3,18,3,dormant,0,0,0,0,-0.5214,-0.0787,0.0000,0,0,0
462,13.885696,done,77,597.684,372.461,57.810,0.8607,1,2.826,1,1,,,,2,18,3,dormant,0,0,0,0,-0.4488,-0.1934,0.0000,0,0,0
463,13.915751,done,77,598.214,372.364,57.873,0.7408,1,3.266,2,1,,,,2,18,3,dormant,0,0,0,0,-1.0882,0.0422,0.0000,0,0,0
464,13.945807,done,77,598.744,372.268,57.936,0.6376,1,3.715,3,1,,,,2,5,3,dormant,0,0,0,0,-0.5332,-0.0914,0.0000,0,0,0
465,13.975863,done,77,599.274,372.171,57.998,0.5488,1,4.176,4,1,,,,1,4,3,dormant,0,0,0,0,-0.2846,0.1649,0.0000,0,0,0
466,14.005918,done,77,599.803,372.074,58.061,0.4724,1,4.649,5,1,,,,0,4,3,dormant,0,0,0,0,-0.2846,0.1649,0.0000,0,0,0
467,14.035974,done,77,600.333,371.977,58.124,0.4066,1,5.133,6,1,,,,0,4,3,dormant,0,0,0,0,-0.2846,0.1649,0.0000,0,0,0
468,14.066030,done,77,600.863,371.880,58.187,0.3499,1,5.630,7,1,,,,0,4,3,dormant,0,0,0,0,-0.2846,0.1649,0.0000,0,0,0
469,14.096085,done,77,601.393,371.784,58.250,0.3012,1,6.138,8,1,,,,2,4,3,dormant,0,0,0,0,-0.2846,0.1649,0.0000,0,0,0
470,14.126141,done,77,601.923,371.687,58.313,0.2592,1,6.659,9,1,,,,2,4,2,dormant,0,0,0,0,-0.0846,0.0796,0.0000,0,0,0
471,14.156196,done,77,595.569,372.123,56.596,1.0000,1,3.121,0,0,,,,2,4,3,dormant,0,0,0,0,0.0248,0.0490,0.0000,0,0,0
472,14.186252,done,77,659.917,373.722,29.787,1.0000,1,2.460,0,0,,,,2,4,3,dormant,0,0,0,0,0.0410,-0.0156,0.0000,0,0,0
473,14.216308,done,77,631.103,372.839,43.120,0.8607,1,2.843,1,1,,,,1,4,3,dormant,0,0,0,0,0.0461,-0.0036,0.0000,0,0,0
474,14.246363,done,77,601.902,371.488,59.689,1.0000,1,2.367,0,0,,,,3,4,3,dormant,0,0,0,0,-0.2828,-0.1487,0.0000,0,0,0
475,14.276419,done,77,602.055,371.376,59.503,1.0000,1,2.164,0,0,,,,1,4,3,dormant,0,0,0,0,0.0223,-0.1230,0.0000,0,0,0
476,14.306474,done,77,586.457,370.796,53.462,1.0000,1,2.070,0,0,,,,2,4,3,dormant,0,0,0,0,-10.9119,-0.4428,0.0000,0,0,0
477,14.336530,done,77,583.953,370.944,52.516,1.0000,1,2.026,0,0,,,,2,4,3,dormant,0,0,0,0,-4.0767,-0.1035,0.0000,0,0,0
478,14.366586,done,77,586.697,371.449,54.245,1.0000,1,2.006,0,0,,,,1,4,3,dormant,0,0,0,0,0.6981,0.3223,0.0000,0,0,0
479,14.396641,done,77,584.957,371.130,53.374,1.0000,1,1.999,0,0,,,,3,5,3,dormant,0,0,0,0,-1.0089,-0.1263,0.0000,0,0,0
480,14.426697,done,77,592.761,370.245,54.382,1.0000,1,1.996,0,0,,,,1,5,4,dormant,0,0,0,0,5.1603,-0.6575,0.0000,0,0,0
481,14.456753,done,77,587.060,371.089,51.962,1.0000,1,1.995,0,0,,,,2,5,4,dormant,0,0,0,0,-2.4425,0.3938,0.0000,0,0,0
482,14.486808,done,77,585.583,371.015,51.296,1.0000,1,1.995,0,0,,,,2,5,4,dormant,0,0,0,0,-1.7486,-0.1925,0.0000,0,0,0
483,14.516864,done,77,583.088,370.771,52.415,1.0000,1,1.995,0,0,,,,2,5,4,dormant,0,0,0,0,-2.2709,-0.2284,0.0000,0,0,0
484,14.546919,done,77,583.011,370.598,52.326,0.8607,1,2.440,1,1,,,,1,5,3,dormant,0,0,0,0,-1.1547,-0.5741,0.0000,0,0,0
485,14.576975,done,77,581.640,370.495,52.242,0.7408,1,2.887,2,1,,,,1,5,3,dormant,0,0,0,0,0.1137,-0.1752,0.0000,0,0,0
486,14.607031,done,77,580.269,370.393,52.159,0.6376,1,3.339,3,1,,,,2,5,3,dormant,0,0,0,0,-0.6424,0.2008,0.0000,0,0,0
487,14.637086,done,77,578.899,370.291,52.075,0.5488,1,3.800,4,1,,,,1,5,3,dormant,0,0,0,0,-0.2382,0.0688,0.0000,0,0,0
488,14.667142,done,77,577.528,370.188,51.991,0.4724,1,4.271,5,1,,,,2,5,3,dormant,0,0,0,0,-0.0753,0.0331,0.0000,0,0,0
489,14.697198,done,77,576.157,370.086,51.907,0.4066,1,4.753,6,1,,,,3,5,3,dormant,0,0,0,0,0.1135,0.0167,0.0000,0,0,0
490,14.727253,done,77,574.786,369.984,51.824,0.3499,1,5.247,7,1,,,,1,5,3,dormant,0,0,0,0,1.4632,-0.3839,0.0000,0,0,0
491,14.757309,done,77,573.415,369.881,51.740,0.3012,1,5.752,8,1,,,,2,5,3,dormant,0,0,0,0,0.0878,-0.4790,0.0000,0,0,0
492,14.787364,done,77,572.044,369.779,51.656,0.2592,1,6.269,9,1,,,,4,5,3,dormant,0,0,0,0,0.1969,0.3209,0.0000,0,0,0
493,14.817420,done,77,570.674,369.677,51.573,0.2231,1,6.797,10,1,,,,4,6,3,dormant,0,0,0,0,-0.1462,0.0335,0.0000,0,0,0
494,14.847476,done,77,569.303,369.574,51.489,0.1920,1,7.337,11,1,,,,2,6,3,dormant,0,0,0,0,-0.2744,-0.3814,0.0000,0,0,0
495,14.877531,done,77,597.045,369.174,52.970,1.0000,1,3.172,0,0,,,,2,6,3,dormant,0,0,0,0,-0.2918,3.7676,0.0000,0,0,0
