frame,timestamp,evaluation_phase,target_id,pred_x,pred_y,radius,confidence,actionable,position_uncertainty_px,lost_frames,predicted_only,gt_x,gt_y,error_px,detection_count,track_count,hypothesis_count,bg_registry_state,bg_certified_count,stale_recovery_committed,recovery_active,collective_promoted,collective_dx,collective_dy,collective_rotation_deg,white_active,identity_window_active,identity_switched
184,5.530234,active,1,311.961,361.119,82.448,1.0000,1,1.990,0,0,317.054,337.293,24.365,15,21,5,dormant,0,0,0,0,-3.2902,-0.9900,0.0000,0,0,0
185,5.560289,active,1,310.041,360.409,80.546,1.0000,1,1.990,0,0,315.184,334.395,26.517,15,21,5,dormant,0,0,0,0,-3.4047,-0.9853,0.0000,0,0,0
186,5.590345,active,1,306.257,363.174,80.245,1.0000,1,1.990,0,0,313.490,332.288,31.722,15,21,5,dormant,0,0,0,0,-3.0682,-0.6017,0.0000,0,0,0
187,5.620401,active,1,304.679,360.937,78.280,1.0000,1,1.990,0,0,310.903,331.096,30.483,15,20,5,dormant,0,0,0,0,-3.6611,-0.7098,0.0000,0,0,0
188,5.650456,active,1,304.165,358.684,77.744,1.0000,1,1.990,0,0,307.789,329.687,29.222,15,20,5,dormant,0,0,0,0,-2.7992,-0.9885,0.0000,0,0,0
189,5.680512,active,1,301.937,354.852,77.385,1.0000,1,1.990,0,0,305.798,328.896,26.242,15,20,5,dormant,0,0,0,0,-3.4852,-0.9515,0.0000,0,0,0
190,5.710568,active,1,300.659,355.160,76.766,1.0000,1,1.990,0,0,305.683,325.871,29.717,15,20,5,dormant,0,0,0,0,-3.0971,-0.6062,0.0000,0,0,0
191,5.740623,active,1,297.848,352.632,76.680,1.0000,1,1.990,0,0,301.946,323.485,29.434,15,18,5,dormant,0,0,0,0,-2.7574,-1.1171,0.0000,0,0,0
192,5.770679,active,1,295.615,349.782,76.504,1.0000,1,1.990,0,0,301.210,322.241,28.103,15,18,5,dormant,0,0,0,0,-2.5819,-1.5020,0.0000,0,0,0
193,5.800734,active,1,293.124,347.209,76.128,1.0000,1,1.990,0,0,299.246,320.887,27.025,15,17,5,dormant,0,0,0,0,-2.8133,-1.6399,0.0000,0,0,0
194,5.830790,active,1,292.149,344.713,76.733,1.0000,1,1.990,0,0,296.018,321.368,23.664,15,16,5,dormant,0,0,0,0,-2.8439,-1.5608,0.0000,0,0,0
195,5.860846,active,1,289.169,343.131,78.499,1.0000,1,1.990,0,0,295.277,320.382,23.555,15,16,5,dormant,0,0,0,0,-2.9394,-1.6004,0.0000,0,0,0
196,5.890901,active,1,290.134,339.609,80.069,1.0000,1,1.990,0,0,293.918,319.483,20.479,15,15,5,dormant,0,0,0,0,-2.5561,-1.6779,0.0000,0,0,0
197,5.920957,active,1,288.575,338.096,80.596,1.0000,1,1.990,0,0,292.963,318.266,20.310,15,15,5,dormant,0,0,0,0,-2.4880,-2.0869,0.0000,0,0,0
198,5.951013,active,1,288.019,336.803,81.194,1.0000,1,1.990,0,0,291.392,316.375,20.704,15,15,5,dormant,0,0,0,0,-2.6909,-1.7723,0.0000,0,0,0
199,5.981068,active,1,286.528,334.198,82.744,1.0000,1,1.990,0,0,287.845,315.481,18.762,15,15,5,dormant,0,0,0,0,-2.0520,-1.6305,0.0000,0,0,0
200,6.011124,active,1,286.195,331.594,84.627,1.0000,1,1.990,0,0,284.748,314.723,16.933,15,15,5,dormant,0,0,0,0,-2.6096,-1.9765,0.0000,0,0,0
201,6.041179,active,1,283.573,339.361,79.570,1.0000,1,1.990,0,0,281.860,312.669,26.747,15,16,5,dormant,0,0,0,0,-2.2452,-2.3895,0.0000,0,0,0
202,6.071235,active,1,280.558,342.118,77.324,1.0000,1,1.990,0,0,279.943,311.645,30.479,16,16,6,dormant,0,0,0,0,-1.5471,-1.5789,0.0000,0,0,0
203,6.101291,active,1,280.360,341.528,77.297,1.0000,1,1.990,0,0,277.918,309.628,31.993,16,16,6,dormant,0,0,0,0,-1.8906,-1.9353,0.0000,0,0,0
204,6.131346,active,41,315.017,311.277,74.461,0.8000,1,1.933,0,0,276.922,308.367,38.206,15,16,6,dormant,0,0,0,0,-2.0466,-1.9628,0.0000,0,0,1
205,6.161402,active,41,312.997,302.936,68.622,1.0000,1,1.895,0,0,277.310,306.671,35.882,14,16,6,dormant,0,0,0,0,-1.7026,-1.8485,0.0000,0,0,0
206,6.191457,active,41,315.401,302.711,66.095,1.0000,1,1.890,0,0,276.877,304.882,38.585,14,16,6,dormant,0,0,0,0,-1.6710,-2.2338,0.0000,0,0,0
207,6.221513,active,41,306.236,301.112,67.903,1.0000,1,1.901,0,0,277.421,303.114,28.884,14,16,6,dormant,0,0,0,0,-1.7580,-2.4707,0.0000,0,0,0
208,6.251569,active,41,322.633,309.667,55.090,1.0000,1,1.916,0,0,276.999,299.319,46.793,15,16,6,dormant,0,0,0,0,-1.8925,-2.0829,0.0000,0,0,0
209,6.281624,active,41,325.845,304.466,53.972,1.0000,1,1.933,0,0,276.923,295.494,49.738,13,16,6,dormant,0,0,0,0,-1.3241,-2.0931,0.0000,0,0,0
210,6.311680,active,41,322.842,299.135,58.122,1.0000,1,1.947,0,0,278.075,290.366,45.618,14,17,6,dormant,0,0,0,0,-1.2080,-2.4296,0.0000,0,0,0
211,6.341736,active,41,321.598,298.368,59.049,1.0000,1,1.958,0,0,281.435,286.370,41.917,15,18,7,dormant,0,0,0,0,-1.1708,-2.4159,0.0000,0,0,0
212,6.371791,active,41,323.725,299.203,55.564,1.0000,1,1.967,0,0,283.749,283.226,43.051,14,18,7,dormant,0,0,0,0,-1.2008,-2.3276,0.0000,0,0,0
213,6.401847,active,41,321.370,295.200,57.987,1.0000,1,1.974,0,0,285.684,279.708,38.904,14,18,8,dormant,0,0,0,0,-1.1362,-2.3295,0.0000,0,0,0
214,6.431902,active,41,318.964,294.801,57.035,1.0000,1,1.979,0,0,291.414,275.696,33.526,14,18,8,dormant,0,0,0,0,-1.2707,-2.6355,0.0000,0,0,0
215,6.461958,active,41,322.570,293.536,57.272,1.0000,1,1.982,0,0,301.646,271.485,30.399,14,18,8,dormant,0,0,0,0,-0.6462,-2.8787,0.0000,0,0,0
216,6.492014,active,41,323.309,289.284,57.792,1.0000,1,1.985,0,0,305.409,271.158,25.475,14,18,8,dormant,0,0,0,0,-0.4264,-2.3496,0.0000,0,0,0
217,6.522069,active,41,322.720,285.042,59.263,1.0000,1,1.987,0,0,307.452,270.662,20.973,14,18,8,dormant,0,0,0,0,-0.3766,-2.1897,0.0000,0,0,0
218,6.552125,active,41,323.998,281.886,57.954,1.0000,1,1.988,0,0,315.620,269.577,14.890,14,18,8,dormant,0,0,0,0,-0.4712,-2.4631,0.0000,0,0,0
219,6.582180,active,41,324.452,279.322,57.273,1.0000,1,1.988,0,0,323.810,268.635,10.707,15,19,8,dormant,0,0,0,0,-0.3892,-2.4729,0.0000,0,0,0
220,6.612236,active,41,324.760,279.365,55.584,1.0000,1,1.989,0,0,323.985,268.560,10.832,14,19,8,dormant,0,0,0,0,-0.3783,-2.8072,0.0000,0,0,0
221,6.642292,active,41,324.007,274.791,53.747,1.0000,1,1.989,0,0,323.915,268.832,5.960,15,19,8,dormant,0,0,0,0,-0.2402,-2.7047,0.0000,0,0,0
222,6.672347,active,41,324.606,272.940,53.045,1.0000,1,1.990,0,0,324.081,268.804,4.169,16,20,8,dormant,0,0,0,0,-0.2337,-2.1699,0.0000,0,0,0
223,6.702403,active,41,324.375,265.888,58.769,1.0000,1,1.990,0,0,323.839,268.704,2.866,15,20,7,dormant,0,0,0,0,-0.0147,-2.0745,0.0000,0,0,0
224,6.732459,active,41,323.136,262.408,58.177,1.0000,1,1.990,0,0,324.076,268.680,6.342,15,20,7,dormant,0,0,0,0,-0.1220,-3.0005,0.0000,0,0,0
225,6.762514,active,41,324.034,266.357,56.076,1.0000,1,1.990,0,0,323.985,268.506,2.149,15,19,7,dormant,0,0,0,0,0.1376,-2.3183,0.0000,0,0,0
226,6.792570,active,41,322.342,264.482,56.748,1.0000,1,1.990,0,0,323.499,268.520,4.200,15,19,7,dormant,0,0,0,0,-0.0003,-1.6495,0.0000,0,0,0
227,6.822625,active,41,321.164,263.594,56.842,1.0000,1,1.990,0,0,323.711,268.603,5.620,16,19,8,dormant,0,0,0,0,0.3095,-2.6684,0.0000,0,0,0
228,6.852681,active,41,320.074,261.226,57.000,1.0000,1,1.990,0,0,323.754,268.587,8.230,15,19,8,dormant,0,0,0,0,0.3457,-2.2449,0.0000,0,0,0
229,6.882737,active,41,322.276,258.391,56.242,0.8607,1,2.431,1,1,323.957,268.581,10.328,15,17,8,dormant,0,0,0,0,0.5352,-2.1511,0.0000,0,0,0
230,6.912792,active,41,322.268,256.371,56.080,0.7408,1,2.873,2,1,323.731,268.456,12.173,16,18,8,dormant,0,0,0,0,1.0437,-2.8489,0.0000,0,0,0
231,6.942848,active,41,322.260,254.352,55.918,0.6376,1,3.321,3,1,323.929,268.542,14.288,16,19,8,dormant,0,0,0,0,0.8209,-2.1749,0.0000,0,0,0
232,6.972904,active,41,322.252,252.333,55.757,0.5488,1,3.777,4,1,323.999,268.473,16.234,15,19,9,dormant,0,0,0,0,0.9512,-2.1261,0.0000,0,0,0
233,7.002959,active,41,322.244,250.314,55.595,0.4724,1,4.243,5,1,324.054,268.499,18.275,15,19,9,dormant,0,0,0,0,1.1651,-2.3324,0.0000,0,0,0
234,7.033015,active,41,322.236,248.294,55.433,0.4066,1,4.721,6,1,324.117,268.431,20.224,15,19,9,dormant,0,0,0,0,1.6370,-2.0055,0.0000,0,0,0
235,7.063070,active,42,269.031,246.865,83.025,1.0000,1,2.000,0,0,324.080,268.513,59.153,15,19,9,dormant,0,0,0,0,1.2602,-2.1771,0.0000,0,0,1
236,7.093126,active,42,268.855,243.093,84.119,1.0000,1,2.000,0,0,323.708,268.455,60.432,15,19,9,dormant,0,0,0,0,1.2279,-2.5650,0.0000,0,0,0
237,7.123182,active,42,267.069,242.690,81.829,1.0000,1,2.000,0,0,313.419,258.893,49.100,15,19,9,dormant,0,0,0,0,1.9440,-2.0442,0.0000,0,0,0
238,7.153237,active,42,267.482,236.694,80.606,1.0000,1,2.000,0,0,299.078,249.455,34.076,15,19,9,dormant,0,0,0,0,1.9425,-1.4817,0.0000,0,0,0
239,7.183293,active,42,268.355,235.309,79.845,1.0000,1,2.000,0,0,292.020,243.143,24.928,15,19,8,dormant,0,0,0,0,1.8789,-1.7217,0.0000,0,0,0
240,7.213348,active,42,269.353,233.156,79.811,1.0000,1,1.999,0,0,287.224,242.640,20.231,15,19,8,dormant,0,0,0,0,1.8594,-1.7563,0.0000,0,0,0
241,7.243404,active,42,270.956,229.162,79.639,1.0000,1,1.998,0,0,283.531,240.612,17.007,15,19,8,dormant,0,0,0,0,2.0360,-1.6641,0.0000,0,0,0
242,7.273460,active,42,273.496,227.127,79.985,1.0000,1,1.997,0,0,276.081,236.479,9.704,15,19,7,dormant,0,0,0,0,1.8935,-2.0234,0.0000,0,0,0
243,7.303515,active,42,274.183,226.404,79.946,1.0000,1,1.996,0,0,271.068,234.599,8.768,15,18,7,dormant,0,0,0,0,1.8574,-1.6397,0.0000,0,0,0
244,7.333571,active,42,267.461,232.258,71.812,1.0000,1,1.995,0,0,266.061,232.382,1.406,14,18,7,dormant,0,0,0,0,2.1858,-2.2136,0.0000,0,0,0
245,7.363627,active,42,275.721,222.023,80.032,1.0000,1,1.994,0,0,263.246,229.647,14.620,14,18,7,dormant,0,0,0,0,2.4839,-2.1921,0.0000,0,0,0
246,7.393682,active,42,275.085,219.754,80.533,1.0000,1,1.993,0,0,260.272,229.483,17.722,14,18,7,dormant,0,0,0,0,2.6714,-1.6800,0.0000,0,0,0
247,7.423738,active,42,277.235,218.874,81.315,1.0000,1,1.992,0,0,258.936,228.625,20.735,12,18,7,dormant,0,0,0,0,2.7909,-1.8022,0.0000,0,0,0
248,7.453793,active,42,276.127,215.806,83.166,1.0000,1,1.992,0,0,255.331,225.802,23.074,13,18,7,dormant,0,0,0,0,2.5564,-1.7654,0.0000,0,0,0
249,7.483849,active,42,275.615,233.220,74.735,1.0000,1,1.991,0,0,253.203,225.574,23.680,13,17,7,dormant,0,0,0,0,2.4167,-1.6295,0.0000,0,0,0
250,7.513905,active,42,275.843,230.068,76.627,1.0000,1,1.991,0,0,251.210,223.827,25.411,12,17,7,dormant,0,0,0,0,2.9252,-1.8657,0.0000,0,0,0
251,7.543960,active,42,277.984,227.110,77.757,1.0000,1,1.991,0,0,250.634,222.655,27.710,12,16,7,dormant,0,0,0,0,2.6407,-2.0569,0.0000,0,0,0
252,7.574016,active,42,277.533,221.302,79.247,1.0000,1,1.991,0,0,248.516,222.488,29.041,13,16,8,dormant,0,0,0,0,2.8568,-1.0555,0.0000,0,0,0
253,7.604072,active,42,279.232,221.914,80.368,1.0000,1,1.990,0,0,247.330,221.018,31.914,12,16,8,dormant,0,0,0,0,3.0378,-1.3433,0.0000,0,0,0
254,7.634127,active,42,273.862,219.396,79.052,1.0000,1,1.990,0,0,245.986,219.861,27.879,12,16,8,dormant,0,0,0,0,2.9003,-1.1982,0.0000,0,0,0
255,7.664183,active,42,263.558,218.345,73.545,1.0000,1,1.990,0,0,245.881,218.762,17.682,12,16,8,dormant,0,0,0,0,2.7856,-1.5276,0.0000,0,0,0
256,7.694238,active,42,256.577,215.592,69.611,1.0000,1,1.990,0,0,245.171,218.816,11.853,12,16,8,dormant,0,0,0,0,2.6722,-1.6261,0.0000,0,0,0
257,7.724294,active,42,250.104,210.971,66.829,1.0000,1,1.990,0,0,244.997,217.951,8.649,14,17,8,dormant,0,0,0,0,3.6029,-1.1488,0.0000,0,0,0
258,7.754350,active,42,247.595,207.407,65.136,1.0000,1,1.990,0,0,245.176,217.952,10.819,13,17,8,dormant,0,0,0,0,3.4300,-1.1831,0.0000,0,0,0
259,7.784405,active,42,249.402,206.889,64.875,1.0000,1,1.990,0,0,245.026,215.849,9.972,14,18,8,dormant,0,0,0,0,3.5857,-0.8085,0.0000,0,0,0
260,7.814461,active,42,252.041,208.150,65.990,1.0000,1,1.990,0,0,244.920,213.736,9.050,14,18,8,dormant,0,0,0,0,3.5404,-1.1071,0.0000,0,0,0
261,7.844516,active,42,256.024,204.321,67.042,1.0000,1,1.990,0,0,244.967,210.314,12.576,13,18,8,dormant,0,0,0,0,3.6901,-0.8329,0.0000,0,0,0
262,7.874572,active,42,255.963,204.276,64.697,1.0000,1,1.990,0,0,243.275,207.001,12.977,13,18,8,dormant,0,0,0,0,3.6933,-0.0910,0.0000,0,0,0
263,7.904628,active,42,259.707,200.937,66.249,1.0000,1,1.990,0,0,241.717,203.831,18.222,14,18,8,dormant,0,0,0,0,3.5651,-0.4301,0.0000,0,0,0
264,7.934683,active,42,261.570,199.985,66.632,1.0000,1,1.990,0,0,241.680,194.461,20.643,14,18,8,dormant,0,0,0,0,4.1328,-0.5649,0.0000,0,0,0
265,7.964739,active,42,268.301,198.338,69.292,1.0000,1,1.990,0,0,243.359,184.567,28.490,14,18,8,dormant,0,0,0,0,3.3990,-0.6557,0.0000,0,0,0
266,7.994795,active,42,267.040,194.613,69.126,1.0000,1,1.990,0,0,244.972,181.634,25.602,15,18,8,dormant,0,0,0,0,3.8234,-1.0582,0.0000,0,0,0
267,8.024850,active,42,270.252,192.112,68.295,1.0000,1,1.990,0,0,247.079,178.559,26.845,14,17,8,dormant,0,0,0,0,3.4838,-0.1368,0.0000,0,0,0
268,8.054906,active,42,270.283,190.036,68.217,1.0000,1,1.990,0,0,249.492,175.465,25.389,15,17,8,dormant,0,0,0,0,3.9711,-0.0933,0.0000,0,0,0
269,8.084961,active,42,271.949,187.866,68.068,1.0000,1,1.990,0,0,253.661,174.672,22.551,14,17,8,dormant,0,0,0,0,4.4177,-0.3413,0.0000,0,0,0
270,8.115017,active,42,270.248,185.962,66.962,1.0000,1,1.990,0,0,255.628,173.496,19.213,14,16,8,dormant,0,0,0,0,3.8179,-0.4745,0.0000,0,0,0
271,8.145073,active,42,271.296,184.296,67.111,1.0000,1,1.990,0,0,258.191,172.758,17.460,15,16,8,dormant,0,0,0,0,3.8737,0.0823,0.0000,0,0,0
272,8.175128,active,42,269.724,182.632,66.546,1.0000,1,1.990,0,0,258.080,172.772,15.258,14,17,8,dormant,0,0,0,0,3.5227,-0.0581,0.0000,0,0,0
273,8.205184,active,42,271.532,179.287,66.122,1.0000,1,1.990,0,0,258.124,172.809,14.891,14,17,8,dormant,0,0,0,0,2.9242,-0.1625,0.0000,0,0,0
274,8.235240,active,42,269.709,179.238,66.937,1.0000,1,1.990,0,0,259.264,171.595,12.943,15,17,8,dormant,0,0,0,0,2.4635,-0.0792,0.0000,0,0,0
275,8.265295,active,42,271.916,178.438,66.201,1.0000,1,1.990,0,0,260.043,171.659,13.673,14,17,8,dormant,0,0,0,0,3.3115,0.0871,0.0000,0,0,0
276,8.295351,active,42,272.105,178.030,65.803,1.0000,1,1.990,0,0,263.246,168.674,12.884,14,17,8,dormant,0,0,0,0,2.5476,-0.0385,0.0000,0,0,0
277,8.325406,active,42,274.718,177.439,64.290,1.0000,1,1.990,0,0,267.280,167.452,12.452,14,17,8,dormant,0,0,0,0,2.5941,-0.2378,0.0000,0,0,0
278,8.355462,active,42,273.263,174.729,63.924,1.0000,1,1.990,0,0,269.210,167.673,8.137,14,16,8,dormant,0,0,0,0,2.6784,0.3534,0.0000,0,0,0
279,8.385518,active,42,269.910,173.107,66.875,1.0000,1,1.990,0,0,271.218,167.727,5.536,15,17,8,dormant,0,0,0,0,2.7322,0.3298,0.0000,0,0,0
280,8.415573,active,42,276.312,172.819,60.670,1.0000,1,1.990,0,0,275.370,167.587,5.316,14,17,8,dormant,0,0,0,0,3.5729,0.1789,0.0000,0,0,0
281,8.445629,active,42,265.499,171.146,64.961,1.0000,1,1.990,0,0,275.622,167.559,10.740,15,18,8,dormant,0,0,0,0,3.3399,0.4279,0.0000,0,0,0
282,8.475684,active,42,262.720,168.736,64.674,1.0000,1,1.990,0,0,275.063,166.704,12.509,15,18,9,dormant,0,0,0,0,3.7034,0.0187,0.0000,0,0,0
283,8.505740,active,42,262.864,163.055,67.732,1.0000,1,1.990,0,0,274.941,165.377,12.298,17,19,9,dormant,0,0,0,0,3.6050,0.0314,0.0000,0,0,0
284,8.535796,active,42,261.764,171.940,61.637,1.0000,1,1.990,0,0,273.169,164.784,13.464,15,19,9,dormant,0,0,0,0,3.4122,0.2908,0.0000,0,0,0
285,8.565851,active,42,265.401,163.763,63.331,1.0000,1,1.990,0,0,269.698,164.323,4.334,16,18,9,dormant,0,0,0,0,2.8792,0.3136,0.0000,0,0,0
286,8.595907,active,42,266.198,167.959,60.458,1.0000,1,1.990,0,0,267.383,162.090,5.988,15,18,11,dormant,0,0,0,0,2.7579,0.4028,0.0000,0,0,0
287,8.625963,active,42,267.921,169.023,54.689,1.0000,1,1.990,0,0,265.177,160.377,9.072,15,18,12,dormant,0,0,0,0,3.1639,0.7241,0.0000,0,0,0
288,8.656018,active,42,265.528,164.138,59.006,0.8607,1,2.431,1,1,260.597,158.667,7.366,14,18,12,dormant,0,0,0,0,3.4281,1.4076,0.0000,0,0,0
289,8.686074,active,42,265.294,162.969,58.548,0.7408,1,2.873,2,1,256.332,155.447,11.701,14,18,12,dormant,0,0,0,0,3.0027,0.3555,0.0000,0,0,0
290,8.716129,active,42,244.927,157.528,72.949,1.0000,1,2.397,0,0,251.270,152.831,7.893,15,18,12,dormant,0,0,0,0,2.7664,0.1196,0.0000,0,0,0
291,8.746185,active,42,241.490,160.555,74.511,1.0000,1,2.190,0,0,245.517,149.342,11.915,15,18,12,dormant,0,0,0,0,3.2220,1.0086,0.0000,0,0,0
292,8.776241,active,42,242.239,134.000,62.211,1.0000,1,2.088,0,0,239.846,144.446,10.716,15,18,12,dormant,0,0,0,0,3.4859,1.5675,0.0000,0,0,0
293,8.806296,active,42,243.317,144.689,69.642,1.0000,1,2.037,0,0,234.952,141.524,8.944,15,18,12,dormant,0,0,0,0,4.0011,1.4094,0.0000,0,0,0
294,8.836352,active,42,243.352,131.293,65.649,1.0000,1,2.011,0,0,233.134,139.668,13.211,15,18,11,dormant,0,0,0,0,2.9115,1.8313,0.0000,0,0,0
295,8.866408,active,42,242.687,126.085,65.401,1.0000,1,1.999,0,0,231.103,137.952,16.584,15,18,11,dormant,0,0,0,0,2.8025,1.6505,0.0000,0,0,0
296,8.896463,active,42,245.430,123.063,66.650,1.0000,1,1.993,0,0,228.286,135.692,21.293,15,18,11,dormant,0,0,0,0,3.4627,1.8370,0.0000,0,0,0
297,8.926519,active,42,242.702,123.153,66.002,1.0000,1,1.991,0,0,227.518,133.326,18.277,14,18,11,dormant,0,0,0,0,2.7427,1.8584,0.0000,0,0,0
298,8.956574,active,42,237.724,121.556,64.045,1.0000,1,1.990,0,0,225.885,131.948,15.753,13,18,11,dormant,0,0,0,0,3.2175,1.4390,0.0000,0,0,0
299,8.986630,active,42,238.967,140.083,61.546,1.0000,1,1.990,0,0,225.096,129.775,17.282,13,18,11,dormant,0,0,0,0,3.9956,1.3214,0.0000,0,0,0
300,9.016686,active,42,239.809,139.901,62.260,1.0000,1,1.990,0,0,222.889,128.684,20.300,14,18,11,dormant,0,0,0,0,2.6936,1.1381,0.0000,0,0,0
301,9.046741,active,42,241.691,134.181,63.349,1.0000,1,1.990,0,0,223.503,125.969,19.956,14,18,11,dormant,0,0,0,0,3.0522,1.4070,0.0000,0,0,0
302,9.076797,active,42,229.410,126.839,58.946,1.0000,1,1.990,0,0,223.646,123.640,6.592,14,18,11,dormant,0,0,0,0,2.6788,2.0768,0.0000,0,0,0
303,9.106852,active,42,231.839,108.379,67.501,1.0000,1,1.990,0,0,223.410,120.700,14.928,16,20,11,dormant,0,0,0,0,2.7425,1.5247,0.0000,0,0,0
304,9.136908,active,42,234.539,104.513,67.335,1.0000,1,1.990,0,0,223.821,119.650,18.547,15,19,12,dormant,0,0,0,0,2.2836,1.5071,0.0000,0,0,0
305,9.166964,active,42,233.478,103.980,68.240,1.0000,1,1.990,0,0,223.576,118.604,17.661,15,19,12,dormant,0,0,0,0,2.2499,1.9059,0.0000,0,0,0
306,9.197019,active,42,233.676,100.848,69.054,1.0000,1,1.990,0,0,223.801,118.506,20.232,16,18,12,dormant,0,0,0,0,2.1793,1.7218,0.0000,0,0,0
307,9.227075,active,42,234.496,101.583,68.244,1.0000,1,1.990,0,0,224.118,117.259,18.800,15,18,12,dormant,0,0,0,0,2.0841,1.7051,0.0000,0,0,0
308,9.257131,active,42,232.467,101.784,69.044,1.0000,1,1.990,0,0,224.081,114.871,15.544,15,18,12,dormant,0,0,0,0,2.1717,2.3912,0.0000,0,0,0
309,9.287186,active,42,233.713,102.647,68.436,1.0000,1,1.990,0,0,222.104,110.304,13.907,15,17,12,dormant,0,0,0,0,1.7244,1.9232,0.0000,0,0,0
310,9.317242,active,42,231.700,100.975,68.773,1.0000,1,1.990,0,0,219.405,106.616,13.527,15,17,12,dormant,0,0,0,0,2.1943,1.1009,0.0000,0,0,0
311,9.347297,active,42,230.328,97.382,67.990,1.0000,1,1.990,0,0,217.481,103.313,14.150,15,17,12,dormant,0,0,0,0,1.9468,1.9862,0.0000,0,0,0
312,9.377353,active,42,230.747,95.719,67.333,1.0000,1,1.990,0,0,215.411,101.517,16.396,15,17,12,dormant,0,0,0,0,1.7502,2.7703,0.0000,0,0,0
313,9.407409,active,42,231.773,104.639,60.089,1.0000,1,1.990,0,0,213.871,100.380,18.401,15,16,12,dormant,0,0,0,0,1.5931,2.8403,0.0000,0,0,0
314,9.437464,active,42,228.488,96.089,63.726,1.0000,1,1.990,0,0,212.922,100.047,16.062,15,16,12,dormant,0,0,0,0,1.7904,2.7784,0.0000,0,0,0
315,9.467520,active,42,227.426,102.991,59.082,1.0000,1,1.990,0,0,211.583,99.832,16.155,16,17,12,dormant,0,0,0,0,1.8720,3.0503,0.0000,0,0,0
316,9.497576,active,42,221.459,98.588,63.878,1.0000,1,1.990,0,0,209.649,99.548,11.848,15,17,12,dormant,0,0,0,0,1.3249,2.5252,0.0000,0,0,0
317,9.527631,active,42,216.213,87.835,68.234,1.0000,1,1.990,0,0,209.418,98.090,12.302,15,17,12,dormant,0,0,0,0,1.3213,2.9516,0.0000,0,0,0
318,9.557687,active,42,217.117,97.437,60.947,1.0000,1,1.990,0,0,208.821,96.881,8.314,15,17,12,dormant,0,0,0,0,1.6469,2.4637,0.0000,0,0,0
319,9.587742,active,42,214.264,89.981,65.216,1.0000,1,1.990,0,0,209.195,96.099,7.945,14,17,12,dormant,0,0,0,0,1.0219,1.5770,0.0000,0,0,0
320,9.617798,active,42,211.776,82.403,67.442,1.0000,1,1.990,0,0,209.249,98.170,15.969,14,17,12,dormant,0,0,0,0,0.6955,2.1381,0.0000,0,0,0
321,9.647854,active,42,213.448,78.833,68.981,1.0000,1,1.990,0,0,209.613,97.656,19.210,14,17,12,dormant,0,0,0,0,0.5906,1.7393,0.0000,0,0,0
322,9.677909,active,42,214.401,74.019,67.771,1.0000,1,1.990,0,0,209.521,97.839,24.315,14,17,12,dormant,0,0,0,0,0.4774,2.3445,0.0000,0,0,0
323,9.707965,active,42,218.041,72.024,68.465,1.0000,1,1.990,0,0,209.638,97.619,26.940,14,17,12,dormant,0,0,0,0,0.4359,3.0774,0.0000,0,0,0
324,9.738020,active,42,217.594,48.210,58.439,1.0000,1,1.990,0,0,209.551,97.438,49.881,14,17,12,dormant,0,0,0,0,0.3648,3.0840,0.0000,0,0,0
325,9.768076,active,42,217.331,68.564,66.924,1.0000,1,1.990,0,0,209.068,97.541,30.132,14,17,12,dormant,0,0,0,0,0.2761,2.1877,0.0000,0,0,0
326,9.798132,active,42,217.502,68.367,66.965,1.0000,1,1.990,0,0,209.567,97.540,30.233,14,17,12,dormant,0,0,0,0,0.0168,1.7438,0.0000,0,0,0
327,9.828187,active,42,218.250,56.981,61.413,1.0000,1,1.990,0,0,209.486,97.457,41.414,15,17,12,dormant,0,0,0,0,-0.1374,1.8346,0.0000,0,0,0
328,9.858243,active,42,218.403,66.685,66.570,1.0000,1,1.990,0,0,209.312,97.294,31.930,14,17,12,dormant,0,0,0,0,-0.0144,1.9762,0.0000,0,0,0
329,9.888299,active,42,215.553,69.355,66.104,1.0000,1,1.990,0,0,208.879,97.148,28.583,14,17,11,dormant,0,0,0,0,-0.4672,2.3847,0.0000,0,0,0
330,9.918354,active,42,216.667,72.070,68.571,1.0000,1,1.990,0,0,209.127,97.371,26.401,14,17,11,dormant,0,0,0,0,-0.2892,2.2555,0.0000,0,0,0
331,9.948410,active,42,215.184,57.817,61.226,1.0000,1,1.990,0,0,209.442,97.459,40.056,14,17,11,dormant,0,0,0,0,-0.3214,1.8201,0.0000,0,0,0
332,9.978465,active,42,212.590,56.795,57.538,1.0000,1,1.990,0,0,209.188,97.527,40.873,14,17,11,dormant,0,0,0,0,-0.7169,2.4547,0.0000,0,0,0
333,10.008521,active,42,216.411,50.658,59.411,1.0000,1,1.990,0,0,209.397,93.651,43.561,14,17,11,dormant,0,0,0,0,-0.7697,2.4021,0.0000,0,0,0
334,10.038577,active,42,214.546,55.066,59.735,1.0000,1,1.990,0,0,209.318,86.519,31.884,13,17,11,dormant,0,0,0,0,-0.8032,2.0889,0.0000,0,0,0
335,10.068632,active,42,215.258,60.989,62.378,1.0000,1,1.990,0,0,207.945,82.648,22.860,13,17,11,dormant,0,0,0,0,-0.6947,1.4992,0.0000,0,0,0
336,10.098688,active,42,214.131,60.006,63.283,1.0000,1,1.990,0,0,207.428,77.123,18.382,13,17,11,dormant,0,0,0,0,-0.8903,2.0764,0.0000,0,0,0
